level_0,index,school_id,name,logo_url,area,address,postal_code,website,parent_volunteer,type_sap,type_boys-only,type_girls-only,type_gep,affiliations,logo_url2,moe_url,googlemap_url,review_num,review_rating_avg
0,0,admiralty,Admiralty Primary School,https://sgschooling.com/img/logo/admiralty.jpg,Woodlands,11 Woodlands Circle S738907,738907,https://admiraltypri.moe.edu.sg/,,false,false,false,false,,Admiralty Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=admiralty-primary-school,"https://www.google.com/maps/place/Admiralty+Primary+School/@1.4430452,103.7977338,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1374941768d5:0x2622662f8a627a98!8m2!3d1.4430452!4d103.8003087!16s%2Fg%2F1tpn01_4?entry=ttu",30,4.46666666666667
1,1,ahmad-ibrahim,Ahmad Ibrahim Primary School,https://sgschooling.com/img/logo/ahmad-ibrahim.jpg,Yishun,10 Yishun Street 11 S768643,768643,http://www.ahmadibrahimpri.moe.edu.sg,,false,false,false,false,,Ahmad Ibrahim Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=ahmad-ibrahim-primary-school,"https://www.google.com/maps/place/Ahmad+Ibrahim+Primary+School/@1.4337349,103.8302076,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1464b2aaaaab:0x19ab5207d64a2abc!8m2!3d1.4337349!4d103.8327825!16s%2Fg%2F1td07frd?entry=ttu",,
2,2,ai-tong,Ai Tong School,https://sgschooling.com/img/logo/ai-tong.jpg,Bishan,100 Bright Hill Drive S579646,579646,http://www.aitong.moe.edu.sg,"Singapore Hokkein Huay Kuan, 2y membership, 80h ",true,false,false,false,,Ai Tong School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=ai-tong-school,"https://www.google.com/maps/place/Ai+Tong+School/@1.3603066,103.8301315,17z/data=!3m1!4b1!4m6!3m5!1s0x31da172898d4377d:0x76996bce7e40ba90!8m2!3d1.3603066!4d103.8327064!16zL20vMDhiZnh6?entry=ttu",31,4.51612903225806
3,3,alexandra,Alexandra Primary School,https://sgschooling.com/img/logo/alexandra.jpg,Bukit Merah,2A Prince Charles Crescent S159016,159016,http://alexandrapri.moe.edu.sg,,false,false,false,false,,Alexandra Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=alexandra-primary-school,"https://www.google.com/maps/place/Alexandra+Primary+School/@1.2912575,103.821187,17z/data=!3m1!4b1!4m6!3m5!1s0x31da19805977d68f:0xe642bc66c3760728!8m2!3d1.2912575!4d103.8237619!16s%2Fg%2F1q5gkrl6b?entry=ttu",23,4.52173913043478
4,4,anchor-green,Anchor Green Primary School,https://sgschooling.com/img/logo/anchor-green.jpg,Sengkang,31 Anchorvale Drive S544969,544969,http://www.anchorgreenpri.moe.edu.sg,,false,false,false,false,,Anchor Green Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=anchor-green-primary-school,"https://www.google.com/maps/place/Anchor+Green+Primary+School/@1.3908643,103.8845426,17z/data=!3m1!4b1!4m6!3m5!1s0x31da166d961b3d37:0xbcf84b8ae3ac3dd6!8m2!3d1.3908643!4d103.8871175!16s%2Fg%2F1tj1k01v?entry=ttu",31,4
5,5,anderson,Anderson Primary School,https://sgschooling.com/img/logo/anderson.jpg,Ang Mo Kio,19 Ang Mo Kio Ave 9 S569785,569785,http://www.andersonpri.moe.edu.sg,"40h, apply in Feb-May",false,false,false,false,,Anderson Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=anderson-primary-school,"https://www.google.com/maps/place/Anderson+Primary+School/@1.3840294,103.8387931,17z/data=!3m2!4b1!5s0x31da16bf0560563d:0xb472f3382156b8fd!4m6!3m5!1s0x31da16bf052f2b11:0xf728a00bce323731!8m2!3d1.3840294!4d103.841368!16s%2Fg%2F1q6n2w2bt?entry=ttu",23,4.17391304347826
6,6,ang-mo-kio,Ang Mo Kio Primary School,https://sgschooling.com/img/logo/ang-mo-kio.jpg,Ang Mo Kio,20 Ang Mo Kio Avenue 3 S569920,569920,http://www.angmokiopri.moe.edu.sg,,false,false,false,false,,Ang Mo Kio Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=ang-mo-kio-primary-school,"https://www.google.com/maps/place/Ang+Mo+Kio+Primary+School/@1.3693482,103.8372377,17z/data=!3m2!4b1!5s0x31da16dc102f3f21:0xe8497af3265d538b!4m6!3m5!1s0x31da16dc08727bb9:0x5dd3dcaf9e413dfb!8m2!3d1.3693482!4d103.8398126!16s%2Fg%2F1w96d874?entry=ttu",24,3.75
7,7,anglo-chinese-junior,Anglo-Chinese School (Junior),https://sgschooling.com/img/logo/anglo-chinese-junior.jpg,Central,16 Winstedt Road S227988,227988,http://www.acsj.moe.edu.sg,,false,true,false,false,"Anglo-Chinese School (Barker Road), Anglo-Chinese School (Independent)",Anglo-Chinese School (Junior).jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=anglochinese-school-junior,"https://www.google.com/maps/place/Anglo-Chinese+School+(Junior)/@1.3090345,103.8390636,17z/data=!3m2!4b1!5s0x31da19eb18e4fd41:0xc0f6c098f692662f!4m6!3m5!1s0x31da19eb22ea220b:0xbf53ae2f0b5dbc28!8m2!3d1.3090345!4d103.8416385!16s%2Fg%2F1hdzn_3vk?entry=ttu",,
8,8,angsana,Angsana Primary School,https://sgschooling.com/img/logo/angsana.jpg,Tampines,51 Tampines Street 61 S528565,528565,https://angsanapri.moe.edu.sg/,,false,false,false,false,,Angsana Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=angsana-primary-school,"https://www.google.com/maps/place/Angsana+Primary+School/@1.3629146,103.9364185,17z/data=!3m1!4b1!4m6!3m5!1s0x31da3dfc05af1c65:0xb36409827cd45acb!8m2!3d1.3629146!4d103.9389934!16s%2Fg%2F11rmzzz8p6?entry=ttu",13,4.76923076923077
9,9,beacon,Beacon Primary School,https://sgschooling.com/img/logo/beacon.jpg,Bukit Panjang,36 Bukit Panjang Ring Road S679944,679944,https://beaconpri.moe.edu.sg/,,false,false,false,false,,Beacon Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=beacon-primary-school,"https://www.google.com/maps/place/Beacon+Primary+School/@1.3839141,103.7711167,17z/data=!3m1!4b1!4m6!3m5!1s0x31da119f95353b3f:0x2ace29e4a4ecb8f6!8m2!3d1.3839141!4d103.7736916!16s%2Fg%2F1vyst17j?entry=ttu",17,4.17647058823529
10,10,bedok-green,Bedok Green Primary School,https://sgschooling.com/img/logo/bedok-green.jpg,Bedok,1 Bedok South Ave 2 S469317,469317,http://www.bedokgreenpri.moe.edu.sg,,false,false,false,false,,Bedok Green Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=bedok-green-primary-school,"https://www.google.com/maps/place/Bedok+Green+Primary+School/@1.3242773,103.9349436,17z/data=!3m2!4b1!5s0x31da22ca82483c35:0x2b894f7a7525bb51!4m6!3m5!1s0x31da22ca80c23e39:0x362047e31d59970a!8m2!3d1.3242773!4d103.9375185!16s%2Fg%2F1tdf8mq9?entry=ttu",34,4.29411764705882
11,11,bendemeer,Bendemeer Primary School,https://sgschooling.com/img/logo/bendemeer.jpg,Kallang,91 Bendemeer Road S339948,339948,http://www.bendemeerpri.moe.edu.sg/,,false,false,false,false,,Bendemeer Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=bendemeer-primary-school,"https://www.google.com/maps/place/Bendemeer+Primary+School/@1.322193,103.8625076,17z/data=!3m1!4b1!4m6!3m5!1s0x31da19d381f10b4f:0x8fb804cc96a84916!8m2!3d1.322193!4d103.8650825!16s%2Fg%2F1tfzv00t?entry=ttu",38,3.34210526315789
12,12,blangah-rise,Blangah Rise Primary School,https://sgschooling.com/img/logo/blangah-rise.jpg,Bukit Merah,91 Telok Blangah Heights S109100,109100,http://www.blangahrisepri.moe.edu.sg/,,false,false,false,false,,Blangah Rise Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=blangah-rise-primary-school,"https://www.google.com/maps/place/Blangah+Rise+Primary+School/@1.2763845,103.8067564,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1bc4c471c193:0xe509e05c9a3d3b84!8m2!3d1.2763845!4d103.8093313!16s%2Fm%2F03hgvbq?entry=ttu",16,4.5
13,13,boon-lay-garden,Boon Lay Garden Primary School,https://sgschooling.com/img/logo/boon-lay-garden.jpg,Jurong West,20 Boon Lay Drive S649930,649930,http://www.boonlaygardenpri.moe.edu.sg,,false,false,false,false,,Boon Lay Garden Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=boon-lay-garden-primary-school,"https://www.google.com/maps/place/Boon+Lay+Garden+Primary+School/@1.3434436,103.7104041,17z/data=!3m1!4b1!4m6!3m5!1s0x31da0fe9a0f11089:0x92d7d6fa56a9f15a!8m2!3d1.3434436!4d103.712979!16s%2Fg%2F1tgf0qk8?entry=ttu",22,4.18181818181818
14,14,bukit-panjang,Bukit Panjang Primary School,https://sgschooling.com/img/logo/bukit-panjang.jpg,Bukit Panjang,109 Cashew Road S679676,679676,http://www.bukitpanjangpri.moe.edu.sg,,false,false,false,false,,Bukit Panjang Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=bukit-panjang-primary-school,"https://www.google.com/maps/place/Bukit+Panjang+Primary+School/@1.3735964,103.7669517,17z/data=!3m1!4b1!4m6!3m5!1s0x31da11a8aebd842d:0x6cf47a8ffce3a8bb!8m2!3d1.3735964!4d103.7695266!16s%2Fg%2F1jkz3x3y2?entry=ttu",20,4.4
15,15,bukit-timah,Bukit Timah Primary School,https://sgschooling.com/img/logo/bukit-timah.jpg,Bukit Timah,111 Lorong Kismis S598112,598112,http://www.bukittimahpri.moe.edu.sg,,false,false,false,false,,Bukit Timah Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=bukit-timah-primary-school,"https://www.google.com/maps/place/Bukit+Timah+Primary+School/@1.3373813,103.7641989,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1064e050a9b1:0xa84ca0daa7c48d88!8m2!3d1.3373813!4d103.7667738!16s%2Fg%2F11bc6vp9r1?entry=ttu",20,4.7
16,16,bukit-view,Bukit View Primary School,https://sgschooling.com/img/logo/bukit-view.jpg,Bukit Batok,18 Bukit Batok Street 21 S659634,659634,http://www.bukitviewpri.moe.edu.sg,,false,false,false,false,,Bukit View Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=bukit-view-primary-school,"https://www.google.com/maps/place/Bukit+View+Primary+School/@1.3461955,103.7512223,17z/data=!3m1!4b1!4m6!3m5!1s0x31da10401e92a10f:0x589c992565e7bf02!8m2!3d1.3461955!4d103.7537972!16s%2Fg%2F1tf_ktgy?entry=ttu",21,4.23809523809524
17,17,canberra,Canberra Primary School,https://sgschooling.com/img/logo/canberra.jpg,Sembawang,21 Admiralty Drive S757714,757714,http://www.canberrapri.moe.edu.sg,,false,false,false,false,,Canberra Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=canberra-primary-school,"https://www.google.com/maps/place/Canberra+Primary+School/@1.4505141,103.8131225,17z/data=!3m1!4b1!4m6!3m5!1s0x31da136480eb3081:0x4bfaee3a2de748f9!8m2!3d1.4505141!4d103.8156974!16s%2Fm%2F03y8vy3?entry=ttu",18,4.22222222222222
18,18,canossa-catholic,Canossa Catholic Primary School,https://sgschooling.com/img/logo/canossa-catholic.jpg,Geylang,1 Sallim Road S387621,387621,https://canossacatholicpri.moe.edu.sg/,,false,false,false,false,St. Anthony’s Canossian Secondary School,Canossa Catholic Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=canossa-catholic-primary-school,"https://www.google.com/maps/place/Canossa+Catholic+Primary+School/@1.3262861,103.8791994,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1788266d1321:0x73898133b2415512!8m2!3d1.3262861!4d103.8817743!16s%2Fg%2F11bcf2jgqx?entry=ttu",25,3.68
19,19,cantonment,Cantonment Primary School,https://sgschooling.com/img/logo/cantonment.jpg,Bukit Merah,1 Cantonment Close S088256,88256,http://www.cantonmentpri.moe.edu.sg,,false,false,false,false,,Cantonment Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=cantonment-primary-school,"https://www.google.com/maps/place/Cantonment+Primary+School/@1.2754926,103.837338,17z/data=!3m1!4b1!4m6!3m5!1s0x31da196c7ba82c55:0xbeb34dfdf9e2debf!8m2!3d1.2754926!4d103.8399129!16s%2Fg%2F1tglwh5p?entry=ttu",29,4.62068965517241
20,20,casuarina,Casuarina Primary School,https://sgschooling.com/img/logo/casuarina.jpg,Pasir Ris,30 Pasir Ris St 41 S518935,518935,http://www.casuarinapri.moe.edu.sg/,,false,false,false,false,,Casuarina Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=casuarina-primary-school,"https://www.google.com/maps/place/Casuarina+Primary+School/@1.3725006,103.9544456,17z/data=!3m2!4b1!5s0x31da3dad8ee679d5:0xaa4944014dd59858!4m6!3m5!1s0x31da3db2780b2b57:0xb8ff88368d9b539!8m2!3d1.3725006!4d103.9570205!16s%2Fg%2F1tf7310k?entry=ttu",32,4.125
21,21,cedar,Cedar Primary School,https://sgschooling.com/img/logo/cedar.jpg,Toa Payoh,15 Cedar Avenue S349700,349700,http://www.cedarpri.moe.edu.sg,,false,false,false,false,,Cedar Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=cedar-primary-school,"https://www.google.com/maps/place/Cedar+Primary+School/@1.3354052,103.8732403,17z/data=!3m2!4b1!5s0x31da1784ca85ed13:0x6b0a6ddca19c81e7!4m6!3m5!1s0x31da17852d41cee7:0x6f4ac5a916c55033!8m2!3d1.3354052!4d103.8758152!16s%2Fg%2F1tfk6jd9?entry=ttu",17,3.64705882352941
22,22,changkat,Changkat Primary School,https://sgschooling.com/img/logo/changkat.jpg,Tampines,11 Simei St 3 S529896,529896,http://www.changkatpri.moe.edu.sg/,,false,false,false,false,,Changkat Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=changkat-primary-school,"https://www.google.com/maps/place/Changkat+Primary+School/@1.3405718,103.9493574,17z/data=!3m2!4b1!5s0x31da3d23841b3ec9:0xaff48fcbbba8cbcc!4m6!3m5!1s0x31da3d23838e2761:0xd2ec94fb15dbda6e!8m2!3d1.3405718!4d103.9519323!16s%2Fg%2F1tw1bbx5?entry=ttu",19,4.26315789473684
23,23,chij-katong,CHIJ (Katong) Primary,https://sgschooling.com/img/logo/chij-katong.jpg,Bedok,17 Martia Road S424821,424821,http://chijkcp.moe.edu.sg/,,false,false,true,false,CHIJ Katong Convent,CHIJ (Katong) Primary.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=chij-katong-primary,"https://www.google.com/maps/search/CHIJ+(Katong)+Primary+(17+Martia+Road+S424821)/@1.4105845,103.9027994,15z?entry=ttu",,
24,24,chij-kellock,CHIJ (Kellock),https://sgschooling.com/img/logo/chij-kellock.jpg,Bukit Merah,1 Bukit Teresa Road S099757,99757,http://www.chijkellock.moe.edu.sg/,,false,false,true,false,CHIJ St. Theresa’s Convent,CHIJ (Kellock).jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=chij-kellock,"https://www.google.com/maps/place/CHIJ+(Kellock)/@1.2750626,103.8257365,17z/data=!3m2!4b1!5s0x31da1966a8e9e227:0x17d54d53b101304e!4m6!3m5!1s0x31da1967aaaaaaab:0xaaaf176ae960609e!8m2!3d1.2750626!4d103.8283114!16s%2Fg%2F11c60bmx16?entry=ttu",,
25,25,chij-our-lady-of-good-counsel,CHIJ Our Lady of Good Counsel,https://sgschooling.com/img/logo/chij-our-lady-of-good-counsel.jpg,Serangoon,2C Burghley Drive S558979,558979,http://www.chijourladyofgoodcounsel.moe.edu.sg,40h,false,false,true,false,CHIJ St. Joseph’s Convent,CHIJ Our Lady of Good Counsel.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=chij-our-lady-of-good-counsel,"https://www.google.com/maps/place/CHIJ+Our+Lady+of+Good+Counsel/@1.3574239,103.861213,17z/data=!3m2!4b1!5s0x31da17069413001d:0x8478c6008b85144a!4m6!3m5!1s0x31da1706e9b386a1:0x6c147f68b732ff4c!8m2!3d1.3574239!4d103.8637879!16s%2Fg%2F1tqtvddz?entry=ttu",14,4.64285714285714
26,26,chij-our-lady-of-the-nativity,CHIJ Our Lady of the Nativity,https://sgschooling.com/img/logo/chij-our-lady-of-the-nativity.jpg,Hougang,1257 Upper Serangoon Road S534793,534793,http://www.chijourladyofthenativity.moe.edu.sg/,,false,false,true,false,CHIJ St. Joseph’s Convent,CHIJ Our Lady of the Nativity.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=chij-our-lady-of-the-nativity,"https://www.google.com/maps/place/CHIJ+Our+Lady+of+the+Nativity+(OLN)/@1.3735318,103.8949681,17z/data=!3m2!4b1!5s0x31da163a06848ac3:0x8ade0b90ab73bcda!4m6!3m5!1s0x31da1630a014b21f:0xac01d7b93cce7079!8m2!3d1.3735318!4d103.897543!16s%2Fg%2F1pv0f963x?entry=ttu",22,4.36363636363636
27,27,chij-our-lady-queen-of-peace,CHIJ Our Lady Queen of Peace,https://sgschooling.com/img/logo/chij-our-lady-queen-of-peace.jpg,Bukit Panjang,4 Chestnut Drive S679287,679287,http://www.chijourladyqueenofpeace.moe.edu.sg/,,false,false,true,false,CHIJ St. Theresa’s Convent,CHIJ Our Lady Queen of Peace.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=chij-our-lady-queen-of-peace,"https://www.google.com/maps/place/CHIJ+Our+Lady+Queen+Of+Peace/@1.3667455,103.7648714,17z/data=!3m2!4b1!5s0x31da11acf3d7579d:0x8f8412ca0e638420!4m6!3m5!1s0x31da11ac8f89b95d:0x24b9484decb38bbf!8m2!3d1.3667455!4d103.7674463!16s%2Fg%2F1tfcqrdj?entry=ttu",15,4.06666666666667
28,28,chij-toa-payoh,CHIJ Primary (Toa Payoh),https://sgschooling.com/img/logo/chij-toa-payoh.jpg,Toa Payoh,628 Lorong 1 Toa Payoh S319765,319765,http://www.chijpritoapayoh.moe.edu.sg,"Central Parents Council ",false,false,true,false,CHIJ Secondary (Toa Payoh),CHIJ Primary (Toa Payoh).jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=chij-primary-toa-payoh,"https://www.google.com/maps/search/CHIJ+Primary+(Toa+Payoh)+(628+Lorong+1+Toa+Payoh+S319765)/@1.4105845,103.9027994,15z?entry=ttu",,
29,29,chongfu,Chongfu School,https://sgschooling.com/img/logo/chongfu.jpg,Yishun,170 Yishun Avenue 6 S768959,768959,http://www.chongfu.moe.edu.sg/,🔗,false,false,false,false,,Chongfu School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=chongfu-school,"https://www.google.com/maps/place/Chongfu+School/@1.4387232,103.8367665,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1462010bc27f:0xcad94cb7ae13a32c!8m2!3d1.4387232!4d103.8393414!16s%2Fg%2F1trr9q6k?entry=ttu",36,3.41666666666667
30,30,chongzheng,Chongzheng Primary School,https://sgschooling.com/img/logo/chongzheng.jpg,Tampines,1 Tampines Street 21 S529392,529392,http://www.chongzhengpri.moe.edu.sg,,false,false,false,false,,Chongzheng Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=chongzheng-primary-school,"https://www.google.com/maps/place/Chongzheng+Primary+School/@1.3508639,103.9486723,17z/data=!3m1!4b1!4m6!3m5!1s0x31da3d1a46fa407f:0x5de369f684e17014!8m2!3d1.3508639!4d103.9512472!16s%2Fm%2F0269d9m?entry=ttu",23,4.26086956521739
31,31,chua-chu-kang,Chua Chu Kang Primary School,https://sgschooling.com/img/logo/chua-chu-kang.jpg,Choa Chu Kang,20 Choa Chu Kang Avenue 2 S689905,689905,http://www.chuachukangpri.moe.edu.sg,,false,false,false,false,,Chua Chu Kang Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=chua-chu-kang-primary-school,"https://www.google.com/maps/place/Chua+Chu+Kang+Primary+School/@1.3778193,103.7397372,17z/data=!3m1!4b1!4m6!3m5!1s0x31da11c495e81fa5:0xb5f616f85252aa6!8m2!3d1.3778193!4d103.7423121!16s%2Fg%2F1hc522z49?entry=ttu",31,4.67741935483871
32,32,chij-st-nicholas-girls,CHIJ St. Nicholas Girls' School (Primary Section),https://sgschooling.com/img/logo/chij-st-nicholas-girls.jpg,Ang Mo Kio,501 Ang Mo Kio Street 13 S569405,569405,http://www.chijstnicholasgirls.moe.edu.sg,"40h + 20h after getting a place, apply by Dec",true,false,true,false,CHIJ St. Nicholas Girls’ School,CHIJ St. Nicholas Girls' School (Primary Section).jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=chij-st-nicholas-girls-school-primary-section,"https://www.google.com/maps/place/CHIJ+St+Nicholas+Girls'+School/@1.3740005,103.8315793,17z/data=!3m1!4b1!4m6!3m5!1s0x31da173493e19ee5:0xc5c2d67bdf2a73c4!8m2!3d1.3740005!4d103.8341542!16zL20vMGdxc2c3?entry=ttu",20,4.05
33,33,catholic-high,Catholic High School (Primary Section),https://sgschooling.com/img/logo/catholic-high.jpg,Bishan,9 Bishan Street 22 S579767,579767,http://www.catholichigh.moe.edu.sg,,true,true,false,true,Catholic High School,Catholic High School (Primary Section).jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=catholic-high-school-primary-section,"https://www.google.com/maps/place/Catholic+High+School/@1.3546049,103.8425485,17z/data=!3m1!4b1!4m6!3m5!1s0x31da171801ceddc1:0xd0094c72de6e6469!8m2!3d1.3546049!4d103.8451234!16zL20vMDRobHo0?entry=ttu",50,4.12
34,34,clementi,Clementi Primary School,https://sgschooling.com/img/logo/clementi.jpg,Clementi,8 Clementi Ave 3 S129903,129903,http://www.clementipri.moe.edu.sg,,false,false,false,false,,Clementi Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=clementi-primary-school,"https://www.google.com/maps/place/Clementi+Primary+School/@1.3153018,103.7607082,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1a902dd23383:0x95b81b1b5a7f4f7c!8m2!3d1.3153018!4d103.7632831!16zL20vMDZnYjE1?entry=ttu",19,4
35,35,compassvale,Compassvale Primary School,https://sgschooling.com/img/logo/compassvale.jpg,Sengkang,21 Compassvale St S545091,545091,http://www.compassvalepri.moe.edu.sg/,,false,false,false,false,,Compassvale Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=compassvale-primary-school,"https://www.google.com/maps/place/Compassvale+Primary+School/@1.3945602,103.8954764,17z/data=!3m1!4b1!4m6!3m5!1s0x31da160e8e96337b:0x353f11bcf6537884!8m2!3d1.3945602!4d103.8980513!16s%2Fg%2F11byc_tsvb?entry=ttu",27,4.25925925925926
36,36,concord,Concord Primary School,https://sgschooling.com/img/logo/concord.jpg,Choa Chu Kang,3 Choa Chu Kang Ave 4 S689814,689814,http://www.concordpri.moe.edu.sg/,,false,false,false,false,,Concord Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=concord-primary-school,"https://www.google.com/maps/place/Concord+Primary+School/@1.380347,103.7337634,17z/data=!3m1!4b1!4m6!3m5!1s0x31da11dc46e11aeb:0x1adc46a04e78b8d6!8m2!3d1.380347!4d103.7363383!16s%2Fm%2F02z65cy?entry=ttu",28,4.46428571428571
37,37,corporation,Corporation Primary School,https://sgschooling.com/img/logo/corporation.jpg,Jurong West,31 Jurong West Street 24 S648347,648347,http://www.corporationpri.moe.edu.sg,,false,false,false,false,,Corporation Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=corporation-primary-school,"https://www.google.com/maps/place/Corporation+Primary+School/@1.3514322,103.7050654,17z/data=!3m1!4b1!4m6!3m5!1s0x31da0fc73081f039:0x9dc5b89419762c0d!8m2!3d1.3514322!4d103.7076403!16s%2Fg%2F1tql28wp?entry=ttu",36,3.61111111111111
38,38,damai,Damai Primary School,https://sgschooling.com/img/logo/damai.jpg,Bedok,52 Bedok Reservoir Crescent S479226,479226,http://www.damaipri.moe.edu.sg,,false,false,false,false,,Damai Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=damai-primary-school,"https://www.google.com/maps/place/Damai+Primary+School/@1.3356727,103.9185727,17z/data=!3m1!4b1!4m6!3m5!1s0x31da3d5a0907368d:0x9864ffa95ee2878c!8m2!3d1.3356727!4d103.9211476!16s%2Fg%2F1tvt7w7h?entry=ttu",18,4.66666666666667
39,39,dazhong,Dazhong Primary School,https://sgschooling.com/img/logo/dazhong.jpg,Bukit Batok,35 Bukit Batok Street 31 S659441,659441,http://www.dazhongpri.moe.edu.sg,,false,false,false,false,,Dazhong Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=dazhong-primary-school,"https://www.google.com/maps/place/Dazhong+Primary+School/@1.35922,103.7453442,17z/data=!3m1!4b1!4m6!3m5!1s0x31da103696482c5d:0x784a96cd34a90f89!8m2!3d1.35922!4d103.7479191!16s%2Fg%2F1ptvx1666?entry=ttu",14,4.78571428571429
40,40,de-la-salle,De La Salle School,https://sgschooling.com/img/logo/de-la-salle.jpg,Choa Chu Kang,11 Choa Chu Kang St 52 S689285,689285,http://www.delasalle.moe.edu.sg,,false,false,false,false,"St. Joseph’s Institution, St. Patrick’s School",De La Salle School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=de-la-salle-school,"https://www.google.com/maps/place/De+La+Salle+School/@1.3950704,103.7407974,17z/data=!3m1!4b1!4m6!3m5!1s0x31da11f0550f020f:0xde18802af93eb026!8m2!3d1.3950704!4d103.7433723!16s%2Fm%2F0q3zlhj?entry=ttu",34,4.17647058823529
41,41,east-spring,East Spring Primary School,https://sgschooling.com/img/logo/east-spring.jpg,Tampines,31 Tampines St 33 S529258,529258,http://www.eastspringpri.moe.edu.sg,,false,false,false,false,,East Spring Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=east-spring-primary-school,"https://www.google.com/maps/place/East+Spring+Primary+School/@1.3529446,103.9592649,17z/data=!3m2!4b1!5s0x31da3ce2bce53d75:0x6b2bed623a731388!4m6!3m5!1s0x31da3ce2b0e87141:0x55d7eb3bd1a15628!8m2!3d1.3529446!4d103.9618398!16s%2Fm%2F02qj5lq?entry=ttu",20,4.25
42,42,edgefield,Edgefield Primary School,https://sgschooling.com/img/logo/edgefield.jpg,Punggol,41 Edgefield Plains S828869,828869,http://www.edgefieldpri.moe.edu.sg,,false,false,false,false,,Edgefield Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=edgefield-primary-school,"https://www.google.com/maps/place/Edgefield+Primary+School/@1.4004367,103.9051177,17z/data=!3m1!4b1!4m6!3m5!1s0x31da160744042957:0xa689fdeb3df24a8e!8m2!3d1.4004367!4d103.9076926!16s%2Fm%2F012fyh84?entry=ttu",25,3.56
