index,school_id,year,category,1,2A(1),2A(2),2B,2C,2C(S),3,Total,sort_id
2601,clementi,2009,ballot,,,,,,,,,4
2602,clementi,2009,odds,,,,1,0.882352941176471,,,,5
2603,clementi,2009,taken,97,0,21,3,120,0,0,241,3
2604,clementi,2009,vacancy,0,0,0,61,120,0,0,240,1
2605,clementi,2010,applied,0,0,0,5,124,0,0,0,2
2606,clementi,2010,ballot,,,,,,,,,4
2607,clementi,2010,odds,,,,1,0.782258064516129,,,,5
2608,clementi,2010,taken,108,0,30,5,97,0,0,240,3
2609,clementi,2010,vacancy,0,0,0,51,97,0,0,240,1
2610,clementi,2011,applied,0,0,0,7,138,0,0,0,2
2611,clementi,2011,ballot,,,,,,,,,4
2612,clementi,2011,odds,,,,1,1,,,,5
2613,clementi,2011,taken,80,0,16,7,138,0,0,241,3
2614,clementi,2011,vacancy,0,0,0,72,138,0,0,240,1
2615,clementi,2012,applied,0,0,0,6,129,4,0,0,2
2616,clementi,2012,ballot,,,,,,,,,4
2617,clementi,2012,odds,,,,1,1,0.75,,,5
2618,clementi,2012,taken,84,0,22,6,129,3,0,244,3
2619,clementi,2012,vacancy,0,0,0,67,129,3,0,240,1
2620,clementi,2013,applied,0,0,0,7,133,39,0,0,2
2621,clementi,2013,ballot,,,,,,,,,4
2622,clementi,2013,odds,,,,1,1,0.897435897435897,,,5
2623,clementi,2013,taken,76,0,19,7,133,35,0,270,3
2624,clementi,2013,vacancy,0,0,0,88,168,35,0,270,1
2625,clementi,2014,applied,0,0,0,2,133,0,0,0,2
2626,clementi,2014,ballot,,,,,,,,,4
2627,clementi,2014,odds,,,,1,0.977443609022556,,,,5
2628,clementi,2014,taken,83,0,25,2,130,0,0,240,3
2629,clementi,2014,vacancy,0,0,0,66,130,0,0,240,1
2630,clementi,2015,applied,0,0,0,6,108,24,0,0,2
2631,clementi,2015,ballot,,,,,,,,,4
2632,clementi,2015,odds,,,,1,1,0.791666666666667,,,5
2633,clementi,2015,taken,85,0,24,4,108,19,0,240,3
2634,clementi,2015,vacancy,0,0,0,66,127,19,0,240,1
2635,clementi,2016,applied,0,0,0,3,84,42,0,0,2
2636,clementi,2016,ballot,,,,,,,,,4
2637,clementi,2016,odds,,,,1,1,1,1,,5
2638,clementi,2016,taken,79,0,23,1,84,42,0,229,3
2639,clementi,2016,vacancy,0,0,0,69,137,53,11,240,1
2640,clementi,2017,applied,0,0,0,1,84,51,0,0,2
2641,clementi,2017,ballot,,,,,,,,,4
2642,clementi,2017,odds,,,,1,1,0.96078431372549,,,5
2643,clementi,2017,taken,85,0,23,0,84,49,0,241,3
2644,clementi,2017,vacancy,0,0,0,66,133,49,0,240,1
2645,clementi,2018,applied,0,0,0,5,108,0,0,0,2
2646,clementi,2018,ballot,,,,,,,,,4
2647,clementi,2018,odds,,,,1,0.990740740740741,,,,5
2648,clementi,2018,taken,108,0,24,1,107,0,0,240,3
2649,clementi,2018,vacancy,0,0,0,54,107,0,0,240,1
2650,clementi,2019,applied,76,0,14,2,104,57,0,0,2
2651,clementi,2019,ballot,,,,,,SC<1,,,4
2652,clementi,2019,odds,,,,,,0.824561403508772,,,5
2653,clementi,2019,taken,76,0,14,2,104,47,0,243,3
2654,clementi,2019,vacancy,200,124,124,75,151,47,0,240,1
2655,clementi,2020,applied,76,0,14,5,122,65,0,0,2
2656,clementi,2020,ballot,,,,,,SC<1,,,4
2657,clementi,2020,odds,,,,,,0.353846153846154,,,5
2658,clementi,2020,taken,76,0,14,5,122,23,0,240,3
2659,clementi,2020,vacancy,200,124,124,75,145,23,0,240,1
2660,clementi,2021,applied,94,0,27,4,100,90,0,0,2
2661,clementi,2021,ballot,,,,,,SC<1#,,,4
2662,clementi,2021,odds,,,,,,0.666666666666667,,,5
2663,clementi,2021,taken,94,0,27,4,100,60,0,285,3
2664,clementi,2021,vacancy,240,146,146,80,159,60,0,280,1
2665,clementi,2022,applied,82,17,0,0,71,125,0,0,2
2666,clementi,2022,ballot,,,,,,SC>2,,,4
2667,clementi,2022,odds,,,,,,0.896,,,5
2668,clementi,2022,taken,82,17,0,0,71,112,0,282,3
2669,clementi,2022,vacancy,220,138,0,60,183,112,0,280,1
2670,clementi,2023,applied,55,13,0,0,51,103,0,0,2
2671,clementi,2023,ballot,,,,,,,,,4
2672,clementi,2023,odds,,,,,,,,,5
2673,clementi,2023,taken,55,13,0,0,51,103,0,222,3
2674,clementi,2023,vacancy,220,165,0,71,214,163,60,280,1
2675,compassvale,2009,applied,0,0,0,10,123,0,0,0,2
2676,compassvale,2009,ballot,,,,,,,,,4
2677,compassvale,2009,odds,,,,1,0.682926829268293,,,,5
2678,compassvale,2009,taken,105,0,11,10,84,0,0,210,3
2679,compassvale,2009,vacancy,0,0,0,47,84,0,0,210,1
2680,compassvale,2010,applied,0,0,0,9,131,0,0,0,2
2681,compassvale,2010,ballot,,,,,,,,,4
2682,compassvale,2010,odds,,,,1,0.687022900763359,,,,5
2683,compassvale,2010,taken,99,0,12,9,90,0,0,210,3
2684,compassvale,2010,vacancy,0,0,0,50,90,0,0,210,1
2685,compassvale,2011,applied,0,0,0,35,134,0,0,0,2
2686,compassvale,2011,ballot,,,,,,,,,4
2687,compassvale,2011,odds,,,,1,0.902985074626866,,,,5
2688,compassvale,2011,taken,73,0,12,34,121,0,0,240,3
2689,compassvale,2011,vacancy,0,0,0,78,121,0,0,240,1
2690,compassvale,2012,applied,0,0,0,40,150,0,0,0,2
2691,compassvale,2012,ballot,,,,,,,,,4
2692,compassvale,2012,odds,,,,1,0.733333333333333,,,,5
2693,compassvale,2012,taken,84,0,6,40,110,0,0,240,3
2694,compassvale,2012,vacancy,0,0,0,75,110,0,0,240,1
2695,compassvale,2013,applied,0,0,0,33,142,0,0,0,2
2696,compassvale,2013,ballot,,,,,,,,,4
2697,compassvale,2013,odds,,,,1,0.704225352112676,,,,5
2698,compassvale,2013,taken,95,0,12,33,100,0,0,240,3
2699,compassvale,2013,vacancy,0,0,0,67,100,0,0,240,1
2700,compassvale,2014,applied,0,0,0,36,137,0,0,0,2
2701,compassvale,2014,ballot,,,,,,,,,4
2702,compassvale,2014,odds,,,,1,0.708029197080292,,,,5
2703,compassvale,2014,taken,102,0,5,36,97,0,0,240,3
2704,compassvale,2014,vacancy,0,0,0,67,97,0,0,240,1
2705,compassvale,2015,applied,0,0,0,33,125,0,0,0,2
2706,compassvale,2015,ballot,,,,,,,,,4
2707,compassvale,2015,odds,,,,1,0.88,,,,5
2708,compassvale,2015,taken,94,0,4,32,110,0,0,240,3
2709,compassvale,2015,vacancy,0,0,0,71,110,0,0,240,1
2710,compassvale,2016,applied,0,0,0,21,142,0,0,0,2
2711,compassvale,2016,ballot,,,,,,,,,4
2712,compassvale,2016,odds,,,,1,0.852112676056338,,,,5
2713,compassvale,2016,taken,92,0,8,19,121,0,0,240,3
2714,compassvale,2016,vacancy,0,0,0,70,121,0,0,240,1
2715,compassvale,2017,applied,0,0,0,16,139,0,0,0,2
2716,compassvale,2017,ballot,,,,,,,,,4
2717,compassvale,2017,odds,,,,1,0.863309352517986,,,,5
2718,compassvale,2017,taken,94,0,10,16,120,0,0,240,3
2719,compassvale,2017,vacancy,0,0,0,68,120,0,0,240,1
2720,compassvale,2018,applied,0,0,0,22,137,0,0,0,2
2721,compassvale,2018,ballot,,,,,,,,,4
2722,compassvale,2018,odds,,,,1,0.693430656934307,,,,5
2723,compassvale,2018,taken,110,0,15,20,95,0,0,240,3
2724,compassvale,2018,vacancy,0,0,0,58,95,0,0,240,1
2725,compassvale,2019,applied,79,0,18,15,153,0,0,0,2
2726,compassvale,2019,ballot,,,,,SC>2,,,,4
2727,compassvale,2019,odds,,,,,0.849673202614379,,,,5
2728,compassvale,2019,taken,79,0,18,15,130,0,0,242,3
2729,compassvale,2019,vacancy,200,121,121,72,130,0,0,240,1
2730,compassvale,2020,applied,91,0,12,20,130,0,0,0,2
2731,compassvale,2020,ballot,,,,,SC<1,,,,4
2732,compassvale,2020,odds,,,,,0.907692307692308,,,,5
2733,compassvale,2020,taken,91,0,12,20,118,0,0,241,3
2734,compassvale,2020,vacancy,200,109,110,69,118,0,0,240,1
2735,compassvale,2021,applied,91,0,13,22,143,0,0,0,2
2736,compassvale,2021,ballot,,,,,SC1-2,,,,4
2737,compassvale,2021,odds,,,,,0.811188811188811,,,,5
2738,compassvale,2021,taken,91,0,13,22,116,0,0,242,3
2739,compassvale,2021,vacancy,200,109,109,68,116,0,0,240,1
2740,compassvale,2022,applied,98,12,0,17,140,0,0,0,2
2741,compassvale,2022,ballot,,,,,SC<1,,,,4
2742,compassvale,2022,odds,,,,,0.821428571428571,,,,5
2743,compassvale,2022,taken,98,12,0,17,115,0,0,242,3
2744,compassvale,2022,vacancy,180,82,0,44,115,0,0,240,1
2745,compassvale,2023,applied,107,14,0,18,133,0,0,0,2
2746,compassvale,2023,ballot,,,,,SC<1,,,,4
2747,compassvale,2023,odds,,,,,0.759398496240602,,,,5
2748,compassvale,2023,taken,107,14,0,18,101,0,0,240,3
2749,compassvale,2023,vacancy,180,73,0,40,101,0,0,240,1
2750,concord,2009,applied,0,0,0,2,89,16,0,0,2
2751,concord,2009,ballot,,,,,,,,,4
2752,concord,2009,odds,,,,1,1,0.375,,,5
2753,concord,2009,taken,106,0,7,2,89,6,0,210,3
2754,concord,2009,vacancy,0,0,0,49,95,6,0,210,1
2755,concord,2010,applied,0,0,0,1,78,30,0,0,2
2756,concord,2010,ballot,,,,,,,,,4
2757,concord,2010,odds,,,,1,1,0.666666666666667,,,5
2758,concord,2010,taken,94,0,17,1,78,20,0,210,3
2759,concord,2010,vacancy,0,0,0,50,98,20,0,210,1
2760,concord,2011,applied,0,0,0,1,87,44,0,0,2
2761,concord,2011,ballot,,,,,,,,,4
2762,concord,2011,odds,,,,1,1,0.636363636363636,,,5
2763,concord,2011,taken,86,0,9,1,87,28,0,211,3
2764,concord,2011,vacancy,0,0,0,58,115,28,0,210,1
2765,concord,2012,applied,0,0,0,0,85,23,0,0,2
2766,concord,2012,ballot,,,,,,,,,4
2767,concord,2012,odds,,,,1,1,0.91304347826087,,,5
2768,concord,2012,taken,99,0,9,0,85,21,0,214,3
2769,concord,2012,vacancy,0,0,0,51,102,21,0,210,1
2770,concord,2013,applied,0,0,0,4,98,9,0,0,2
2771,concord,2013,ballot,,,,,,,,,4
2772,concord,2013,odds,,,,1,1,0.888888888888889,,,5
2773,concord,2013,taken,87,0,14,4,98,8,0,211,3
2774,concord,2013,vacancy,0,0,0,55,105,8,0,210,1
2775,concord,2014,applied,0,0,0,4,109,10,0,0,2
2776,concord,2014,ballot,,,,,,,,,4
2777,concord,2014,odds,,,,1,1,0.7,,,5
2778,concord,2014,taken,80,0,11,3,109,7,0,210,3
2779,concord,2014,vacancy,0,0,0,60,116,7,0,210,1
2780,concord,2015,applied,0,0,0,0,100,27,0,0,2
2781,concord,2015,ballot,,,,,,,,,4
2782,concord,2015,odds,,,,1,1,0.962962962962963,,,5
2783,concord,2015,taken,70,0,15,0,100,26,0,211,3
2784,concord,2015,vacancy,0,0,0,63,126,26,0,210,1
2785,concord,2016,applied,0,0,0,0,94,59,0,0,2
2786,concord,2016,ballot,,,,,,,,,4
2787,concord,2016,odds,,,,1,1,0.779661016949153,,,5
2788,concord,2016,taken,58,0,13,0,94,46,0,211,3
2789,concord,2016,vacancy,0,0,0,70,140,46,0,210,1
2790,concord,2017,applied,0,0,0,3,97,0,0,0,2
2791,concord,2017,ballot,,,,,,,,,4
2792,concord,2017,odds,,,,1,0.88659793814433,,,,5
2793,concord,2017,taken,109,0,14,1,86,0,0,210,3
2794,concord,2017,vacancy,0,0,0,44,86,0,0,210,1
2795,concord,2018,applied,0,0,0,13,107,0,0,0,2
2796,concord,2018,ballot,,,,,,,,,4
2797,concord,2018,odds,,,,1,0.925233644859813,,,,5
2798,concord,2018,taken,113,0,15,13,99,0,0,240,3
2799,concord,2018,vacancy,0,0,0,56,99,0,0,240,1
2800,concord,2019,applied,79,0,15,8,129,22,0,0,2
2801,concord,2019,ballot,,,,,,SC<1#,,,4
2802,concord,2019,odds,,,,,,0.409090909090909,,,5
2803,concord,2019,taken,79,0,15,8,129,9,0,240,3
2804,concord,2019,vacancy,200,121,121,73,138,9,0,240,1
2805,concord,2020,applied,107,1,20,4,120,0,0,0,2
2806,concord,2020,ballot,,,,,SC1-2,,,,4
2807,concord,2020,odds,,,,,0.9,,,,5
2808,concord,2020,taken,107,1,20,4,108,0,0,240,3
2809,concord,2020,vacancy,200,93,92,56,108,0,0,240,1
2810,concord,2021,applied,94,0,24,4,113,47,0,0,2
2811,concord,2021,ballot,,,,,,SC<1,,,4
2812,concord,2021,odds,,,,,,0.106382978723404,,,5
2813,concord,2021,taken,94,0,24,4,113,5,0,240,3
2814,concord,2021,vacancy,200,106,106,61,118,5,0,240,1
2815,concord,2022,applied,103,21,0,3,105,33,0,0,2
2816,concord,2022,ballot,,,,,,SC<1,,,4
2817,concord,2022,odds,,,,,,0.303030303030303,,,5
2818,concord,2022,taken,103,21,0,3,105,10,0,242,3
2819,concord,2022,vacancy,180,77,0,39,114,10,0,240,1
2820,concord,2023,applied,99,32,0,1,76,54,0,0,2
2821,concord,2023,ballot,,,,,,SC<1,,,4
2822,concord,2023,odds,,,,,,0.592592592592593,,,5
2823,concord,2023,taken,99,32,0,1,76,32,0,240,3
2824,concord,2023,vacancy,180,81,0,36,108,32,0,240,1
2825,corporation,2009,applied,0,0,0,0,71,57,0,0,2
2826,corporation,2009,ballot,,,,,,,,,4
2827,corporation,2009,odds,,,,1,1,1,1,,5
2828,corporation,2009,taken,89,0,7,0,71,57,0,224,3
2829,corporation,2009,vacancy,0,0,0,102,206,135,59,300,1
2830,corporation,2010,applied,0,0,0,2,70,78,0,0,2
2831,corporation,2010,ballot,,,,,,,,,4
2832,corporation,2010,odds,,,,1,1,1,1,,5
2833,corporation,2010,taken,66,9,14,2,70,78,0,239,3
2834,corporation,2010,vacancy,0,0,0,106,209,139,46,300,1
2835,corporation,2011,applied,0,0,0,26,84,56,0,0,2
2836,corporation,2011,ballot,,,,,,,,,4
2837,corporation,2011,odds,,,,1,1,1,,,5
2838,corporation,2011,taken,34,27,7,23,84,67,0,242,3
2839,corporation,2011,vacancy,0,0,0,86,151,67,0,240,1
2840,corporation,2012,applied,0,0,0,0,80,47,0,0,2
2841,corporation,2012,ballot,,,,,,,,,4
2842,corporation,2012,odds,,,,1,1,1,,,5
2843,corporation,2012,taken,74,0,4,0,81,52,0,211,3
2844,corporation,2012,vacancy,0,0,0,66,132,52,0,210,1
2845,corporation,2013,applied,0,0,0,1,62,46,0,0,2
2846,corporation,2013,ballot,,,,,,,,,4
2847,corporation,2013,odds,,,,1,1,1,,,5
2848,corporation,2013,taken,92,0,2,1,62,54,0,211,3
2849,corporation,2013,vacancy,0,0,0,58,115,54,0,210,1
2850,corporation,2014,applied,0,0,0,0,95,61,0,0,2
2851,corporation,2014,ballot,,,,,,,,,4
2852,corporation,2014,odds,,,,1,1,0.737704918032787,,,5
2853,corporation,2014,taken,66,0,5,0,94,45,0,210,3
2854,corporation,2014,vacancy,0,0,0,70,139,45,0,210,1
2855,corporation,2015,applied,0,0,0,0,89,27,0,0,2
2856,corporation,2015,ballot,,,,,,,,,4
2857,corporation,2015,odds,,,,1,1,0.888888888888889,,,5
2858,corporation,2015,taken,92,0,7,0,89,24,0,212,3
2859,corporation,2015,vacancy,0,0,0,56,113,24,0,210,1
2860,corporation,2016,applied,0,0,0,0,65,22,0,0,2
2861,corporation,2016,ballot,,,,,,,,,4
2862,corporation,2016,odds,,,,1,1,1,1,,5
2863,corporation,2016,taken,78,0,11,0,65,22,0,176,3
2864,corporation,2016,vacancy,0,0,0,61,122,57,35,210,1
2865,corporation,2017,applied,0,0,0,1,67,47,0,0,2
2866,corporation,2017,ballot,,,,,,,,,4
2867,corporation,2017,odds,,,,1,1,1,1,,5
2868,corporation,2017,taken,72,1,6,0,67,47,0,193,3
2869,corporation,2017,vacancy,0,0,0,66,131,64,17,210,1
2870,corporation,2018,applied,0,0,0,0,89,53,0,0,2
2871,corporation,2018,ballot,,,,,,,,,4
2872,corporation,2018,odds,,,,1,1,1,1,,5
2873,corporation,2018,taken,72,0,10,0,89,53,0,224,3
2874,corporation,2018,vacancy,0,0,0,79,158,69,16,240,1
2875,corporation,2019,applied,75,0,8,0,58,61,0,0,2
2876,corporation,2019,ballot,,,,,,,,,4
2877,corporation,2019,odds,,,,,,,,,5
2878,corporation,2019,taken,75,0,8,0,58,61,0,202,3
2879,corporation,2019,vacancy,170,95,95,64,127,69,8,210,1
2880,corporation,2020,applied,83,0,11,0,57,65,0,0,2
2881,corporation,2020,ballot,,,,,,,,,4
2882,corporation,2020,odds,,,,,,,,,5
2883,corporation,2020,taken,83,0,11,0,57,65,0,216,3
2884,corporation,2020,vacancy,200,117,117,73,146,89,24,240,1
2885,corporation,2021,applied,72,1,11,0,39,41,0,0,2
2886,corporation,2021,ballot,,,,,,,,,4
2887,corporation,2021,odds,,,,,,,,,5
2888,corporation,2021,taken,72,1,11,0,39,41,0,164,3
2889,corporation,2021,vacancy,230,158,157,93,187,148,107,270,1
2890,corporation,2022,applied,82,6,0,1,54,31,0,0,2
2891,corporation,2022,ballot,,,,,,,,,4
2892,corporation,2022,odds,,,,,,,,,5
2893,corporation,2022,taken,82,6,0,1,54,31,0,174,3
2894,corporation,2022,vacancy,180,98,0,51,151,97,66,240,1
2895,corporation,2023,applied,45,17,0,2,31,18,0,0,2
2896,corporation,2023,ballot,,,,,,,,,4
2897,corporation,2023,odds,,,,,,,,,5
2898,corporation,2023,taken,45,17,0,2,31,18,0,113,3
2899,corporation,2023,vacancy,120,75,0,39,118,88,70,180,1
2900,damai,2009,applied,0,0,0,1,28,5,0,0,2
2901,damai,2009,ballot,,,,,,,,,4
2902,damai,2009,odds,,,,1,1,1,1,,5
2903,damai,2009,taken,33,0,3,1,28,4,0,69,3
2904,damai,2009,vacancy,0,0,0,72,144,116,109,180,1
2905,damai,2010,applied,0,0,0,0,28,21,0,0,2
2906,damai,2010,ballot,,,,,,,,,4
2907,damai,2010,odds,,,,1,1,1,1,,5
2908,damai,2010,taken,25,0,7,0,28,21,0,81,3
2909,damai,2010,vacancy,0,0,0,74,148,120,36,180,1
2910,damai,2011,applied,0,0,0,0,16,18,0,0,2
2911,damai,2011,ballot,,,,,,,,,4
2912,damai,2011,odds,,,,1,1,1,1,,5
2913,damai,2011,taken,29,0,6,0,16,100,0,151,3
2914,damai,2011,vacancy,0,0,0,73,145,129,29,180,1
2915,damai,2012,applied,0,0,0,0,27,6,0,0,2
2916,damai,2012,ballot,,,,,,,,,4
2917,damai,2012,odds,,,,1,1,1,1,,5
2918,damai,2012,taken,22,2,3,0,26,72,0,125,3
2919,damai,2012,vacancy,0,0,0,62,123,98,26,150,1
2920,damai,2013,applied,0,0,0,0,15,16,0,0,2
2921,damai,2013,ballot,,,,,,,,,4
2922,damai,2013,odds,,,,1,1,1,1,,5
2923,damai,2013,taken,22,0,4,0,15,84,0,125,3
2924,damai,2013,vacancy,0,0,0,62,125,110,26,150,1
2925,damai,2014,applied,0,0,0,0,28,12,0,0,2
2926,damai,2014,ballot,,,,,,,,,4
2927,damai,2014,odds,,,,1,1,1,1,,5
2928,damai,2014,taken,32,0,8,0,26,12,0,78,3
2929,damai,2014,vacancy,0,0,0,70,141,114,102,180,1
2930,damai,2015,applied,0,0,0,0,21,6,0,0,2
2931,damai,2015,ballot,,,,,,,,,4
2932,damai,2015,odds,,,,1,1,1,1,,5
2933,damai,2015,taken,39,0,5,0,21,6,0,71,3
2934,damai,2015,vacancy,0,0,0,53,107,86,80,150,1
2935,damai,2016,applied,0,0,0,0,14,4,0,0,2
2936,damai,2016,ballot,,,,,,,,,4
2937,damai,2016,odds,,,,1,1,1,1,,5
2938,damai,2016,taken,25,0,7,0,14,4,0,50,3
2939,damai,2016,vacancy,0,0,0,44,88,74,70,120,1
2940,damai,2017,applied,0,0,0,0,28,4,0,0,2
2941,damai,2017,ballot,,,,,,,,,4
2942,damai,2017,odds,,,,1,1,1,1,,5
2943,damai,2017,taken,40,0,11,0,27,4,0,82,3
2944,damai,2017,vacancy,0,0,0,35,69,42,38,120,1
2945,damai,2018,applied,0,0,0,0,34,12,0,0,2
2946,damai,2018,ballot,,,,,,,,,4
2947,damai,2018,odds,,,,1,1,1,1,,5
2948,damai,2018,taken,39,1,5,0,33,12,0,90,3
2949,damai,2018,vacancy,0,0,0,83,165,132,120,210,1
2950,damai,2019,applied,25,0,13,0,37,15,0,0,2
2951,damai,2019,ballot,,,,,,,,,4
2952,damai,2019,odds,,,,,,,,,5
2953,damai,2019,taken,25,0,13,0,37,15,0,90,3
2954,damai,2019,vacancy,110,85,85,56,112,75,60,150,1
2955,damai,2020,applied,34,0,16,0,37,40,0,0,2
2956,damai,2020,ballot,,,,,,,,,4
2957,damai,2020,odds,,,,,,,,,5
2958,damai,2020,taken,34,0,16,0,37,40,0,127,3
2959,damai,2020,vacancy,140,106,106,65,131,96,56,180,1
2960,damai,2021,applied,33,0,9,0,40,16,0,0,2
2961,damai,2021,ballot,,,,,,,,,4
2962,damai,2021,odds,,,,,,,,,5
2963,damai,2021,taken,33,0,9,0,40,16,0,98,3
2964,damai,2021,vacancy,200,167,167,99,198,159,143,240,1
2965,damai,2022,applied,57,8,0,0,36,30,0,0,2
2966,damai,2022,ballot,,,,,,,,,4
2967,damai,2022,odds,,,,,,,,,5
2968,damai,2022,taken,57,8,0,0,36,30,0,131,3
2969,damai,2022,vacancy,180,124,0,59,176,140,110,240,1
2970,damai,2023,applied,49,13,0,1,22,18,0,0,2
2971,damai,2023,ballot,,,,,,,,,4
2972,damai,2023,odds,,,,,,,,,5
2973,damai,2023,taken,49,13,0,1,22,18,0,103,3
2974,damai,2023,vacancy,90,41,0,29,87,65,47,150,1
2975,dazhong,2009,applied,0,0,0,0,5,28,0,0,2
2976,dazhong,2009,ballot,,,,,,,,,4
2977,dazhong,2009,odds,,,,1,1,1,1,,5
2978,dazhong,2009,taken,41,1,3,0,5,28,0,78,3
2979,dazhong,2009,vacancy,0,0,0,53,105,100,67,150,1
2980,dazhong,2010,applied,0,0,0,1,12,12,0,0,2
2981,dazhong,2010,ballot,,,,,,,,,4
2982,dazhong,2010,odds,,,,1,1,1,1,,5
2983,dazhong,2010,taken,21,1,5,1,12,12,0,52,3
2984,dazhong,2010,vacancy,0,0,0,62,122,110,23,150,1
2985,dazhong,2011,applied,0,0,0,1,29,21,0,0,2
2986,dazhong,2011,ballot,,,,,,,,,4
2987,dazhong,2011,odds,,,,1,1,1,1,,5
2988,dazhong,2011,taken,42,1,9,1,29,64,0,146,3
2989,dazhong,2011,vacancy,0,0,0,64,128,99,35,180,1
2990,dazhong,2012,applied,0,0,0,2,74,10,0,0,2
2991,dazhong,2012,ballot,,,,,,,,,4
2992,dazhong,2012,odds,,,,1,1,1,1,,5
2993,dazhong,2012,taken,33,0,17,2,74,10,0,136,3
2994,dazhong,2012,vacancy,0,0,0,65,128,55,45,180,1
2995,dazhong,2013,applied,0,0,0,0,81,14,0,0,2
2996,dazhong,2013,ballot,,,,,,,,,4
2997,dazhong,2013,odds,,,,1,1,1,1,,5
2998,dazhong,2013,taken,46,0,10,0,81,17,0,154,3
2999,dazhong,2013,vacancy,0,0,0,62,124,43,26,180,1
3000,dazhong,2014,applied,0,0,0,0,65,17,0,0,2
3001,dazhong,2014,ballot,,,,,,,,,4
3002,dazhong,2014,odds,,,,1,1,1,1,,5
3003,dazhong,2014,taken,34,0,18,0,65,17,0,134,3
3004,dazhong,2014,vacancy,0,0,0,64,128,63,46,180,1
3005,dazhong,2015,applied,0,0,0,0,59,12,0,0,2
3006,dazhong,2015,ballot,,,,,,,,,4
3007,dazhong,2015,odds,,,,1,1,1,1,,5
3008,dazhong,2015,taken,40,0,12,0,59,12,0,123,3
3009,dazhong,2015,vacancy,0,0,0,64,130,71,59,180,1
3010,dazhong,2016,applied,0,0,0,0,50,6,0,0,2
3011,dazhong,2016,ballot,,,,,,,,,4
3012,dazhong,2016,odds,,,,1,1,1,1,,5
3013,dazhong,2016,taken,48,0,10,0,49,6,0,113,3
3014,dazhong,2016,vacancy,0,0,0,46,92,43,37,150,1
3015,dazhong,2017,applied,0,0,0,0,35,23,0,0,2
3016,dazhong,2017,ballot,,,,,,,,,4
3017,dazhong,2017,odds,,,,1,1,1,1,,5
3018,dazhong,2017,taken,61,0,12,0,35,23,0,131,3
3019,dazhong,2017,vacancy,0,0,0,39,77,42,19,150,1
3020,dazhong,2018,applied,0,0,0,0,39,57,0,0,2
3021,dazhong,2018,ballot,,,,,,,,,4
3022,dazhong,2018,odds,,,,1,1,1,1,,5
3023,dazhong,2018,taken,46,0,11,0,38,57,0,152,3
3024,dazhong,2018,vacancy,0,0,0,77,153,115,58,210,1
3025,dazhong,2019,applied,55,2,23,0,36,67,0,0,2
3026,dazhong,2019,ballot,,,,,,PR<1,,,4
3027,dazhong,2019,odds,,,,,,0.985074626865672,,,5
3028,dazhong,2019,taken,55,2,23,0,36,66,0,182,3
3029,dazhong,2019,vacancy,140,85,83,50,101,66,0,180,1
3030,dazhong,2020,applied,60,0,36,0,43,135,0,0,2
3031,dazhong,2020,ballot,,,,,,SC<1,,,4
3032,dazhong,2020,odds,,,,,,0.459259259259259,,,5
3033,dazhong,2020,taken,60,0,36,0,43,62,0,201,3
3034,dazhong,2020,vacancy,160,100,100,52,104,62,0,200,1
3035,dazhong,2021,applied,71,0,40,1,72,69,0,0,2
3036,dazhong,2021,ballot,,,,,,SC<1,,,4
3037,dazhong,2021,odds,,,,,,0.231884057971014,,,5
3038,dazhong,2021,taken,71,0,40,1,72,16,0,200,3
3039,dazhong,2021,vacancy,160,89,89,45,88,16,0,200,1
3040,dazhong,2022,applied,89,40,0,0,66,65,0,0,2
3041,dazhong,2022,ballot,,,,,,SC<1,,,4
3042,dazhong,2022,odds,,,,,,0.107692307692308,,,5
3043,dazhong,2022,taken,89,40,0,0,66,7,0,202,3
3044,dazhong,2022,vacancy,140,51,0,24,73,7,0,200,1
3045,dazhong,2023,applied,56,61,0,0,83,41,0,0,2
3046,dazhong,2023,ballot,,,,,,SC<1,,,4
3047,dazhong,2023,odds,,,,,,0.0487804878048781,,,5
3048,dazhong,2023,taken,56,61,0,0,83,2,0,202,3
3049,dazhong,2023,vacancy,140,84,0,28,85,2,0,200,1
3050,de-la-salle,2009,applied,0,0,0,40,132,0,0,0,2
3051,de-la-salle,2009,ballot,,,,,,,,,4
3052,de-la-salle,2009,odds,,,,1,0.78030303030303,,,,5
3053,de-la-salle,2009,taken,105,0,23,40,103,0,0,271,3
3054,de-la-salle,2009,vacancy,0,0,0,71,103,0,0,270,1
3055,de-la-salle,2010,applied,0,0,0,57,101,0,0,0,2
3056,de-la-salle,2010,ballot,,,,,,,,,4
3057,de-la-salle,2010,odds,,,,1,0.762376237623762,,,,5
3058,de-la-salle,2010,taken,111,0,25,57,77,0,0,270,3
3059,de-la-salle,2010,vacancy,0,0,0,66,77,0,0,270,1
3060,de-la-salle,2011,applied,0,0,0,54,109,0,0,0,2
3061,de-la-salle,2011,ballot,,,,,,,,,4
3062,de-la-salle,2011,odds,,,,1,0.752293577981651,,,,5
3063,de-la-salle,2011,taken,106,0,31,53,82,0,0,272,3
3064,de-la-salle,2011,vacancy,0,0,0,67,82,0,0,270,1
3065,de-la-salle,2012,applied,0,0,0,59,99,0,0,0,2
3066,de-la-salle,2012,ballot,,,,,,,,,4
3067,de-la-salle,2012,odds,,,,1,0.848484848484849,,,,5
3068,de-la-salle,2012,taken,105,0,22,59,84,0,0,270,3
