index,school_id,year,phase,applied,vacancy,ballot,odds
11567,naval-base,2023,Total,0,240,,1
11568,new-town,2009,1,0,0,,
11569,new-town,2009,2A(1),0,0,,
11570,new-town,2009,2A(2),0,0,,
11571,new-town,2009,2B,0,97,,1
11572,new-town,2009,2C,99,194,,1
11573,new-town,2009,2C(S),25,96,,1
11574,new-town,2009,3,0,66,,1
11575,new-town,2009,Total,0,270,,1
11576,new-town,2010,1,0,0,,
11577,new-town,2010,2A(1),0,0,,
11578,new-town,2010,2A(2),0,0,,
11579,new-town,2010,2B,1,83,,1
11580,new-town,2010,2C,77,164,,1
11581,new-town,2010,2C(S),37,88,,1
11582,new-town,2010,3,0,46,,1
11583,new-town,2010,Total,0,240,,1
11584,new-town,2011,1,0,0,,
11585,new-town,2011,2A(1),0,0,,
11586,new-town,2011,2A(2),0,0,,
11587,new-town,2011,2B,0,83,,1
11588,new-town,2011,2C,103,165,,1
11589,new-town,2011,2C(S),37,62,,1
11590,new-town,2011,3,0,23,,1
11591,new-town,2011,Total,0,240,,1
11592,new-town,2012,1,0,0,,
11593,new-town,2012,2A(1),0,0,,
11594,new-town,2012,2A(2),0,0,,
11595,new-town,2012,2B,4,74,,1
11596,new-town,2012,2C,101,144,,1
11597,new-town,2012,2C(S),54,51,,0.944444444444444
11598,new-town,2012,3,0,0,,
11599,new-town,2012,Total,0,240,,1
11600,new-town,2013,1,0,0,,
11601,new-town,2013,2A(1),0,0,,
11602,new-town,2013,2A(2),0,0,,
11603,new-town,2013,2B,2,77,,1
11604,new-town,2013,2C,107,152,,1
11605,new-town,2013,2C(S),34,45,,1
11606,new-town,2013,3,0,0,,
11607,new-town,2013,Total,0,240,,1
11608,new-town,2014,1,0,0,,
11609,new-town,2014,2A(1),0,0,,
11610,new-town,2014,2A(2),0,0,,
11611,new-town,2014,2B,0,78,,1
11612,new-town,2014,2C,95,155,,1
11613,new-town,2014,2C(S),41,62,,1
11614,new-town,2014,3,0,21,,1
11615,new-town,2014,Total,0,240,,1
11616,new-town,2015,1,0,0,,
11617,new-town,2015,2A(1),0,0,,
11618,new-town,2015,2A(2),0,0,,
11619,new-town,2015,2B,0,73,,1
11620,new-town,2015,2C,90,147,,1
11621,new-town,2015,2C(S),36,59,,1
11622,new-town,2015,3,0,23,,1
11623,new-town,2015,Total,0,240,,1
11624,new-town,2016,1,0,0,,
11625,new-town,2016,2A(1),0,0,,
11626,new-town,2016,2A(2),0,0,,
11627,new-town,2016,2B,0,81,,1
11628,new-town,2016,2C,46,161,,1
11629,new-town,2016,2C(S),23,115,,1
11630,new-town,2016,3,0,92,,1
11631,new-town,2016,Total,0,240,,1
11632,new-town,2017,1,0,0,,
11633,new-town,2017,2A(1),0,0,,
11634,new-town,2017,2A(2),0,0,,
11635,new-town,2017,2B,0,76,,1
11636,new-town,2017,2C,55,152,,1
11637,new-town,2017,2C(S),13,97,,1
11638,new-town,2017,3,0,84,,1
11639,new-town,2017,Total,0,210,,1
11640,new-town,2018,1,0,0,,
11641,new-town,2018,2A(1),0,0,,
11642,new-town,2018,2A(2),0,0,,
11643,new-town,2018,2B,0,88,,1
11644,new-town,2018,2C,45,176,,1
11645,new-town,2018,2C(S),42,131,,1
11646,new-town,2018,3,0,89,,1
11647,new-town,2018,Total,0,240,,1
11648,new-town,2019,1,42,170,,1
11649,new-town,2019,2A(1),0,128,,1
11650,new-town,2019,2A(2),4,128,,1
11651,new-town,2019,2B,1,82,,1
11652,new-town,2019,2C,26,165,,1
11653,new-town,2019,2C(S),28,139,,1
11654,new-town,2019,3,0,111,,1
11655,new-town,2019,Total,0,210,,1
11656,new-town,2020,1,45,230,,1
11657,new-town,2020,2A(1),0,185,,1
11658,new-town,2020,2A(2),6,185,,1
11659,new-town,2020,2B,0,110,,1
11660,new-town,2020,2C,27,220,,1
11661,new-town,2020,2C(S),62,194,,1
11662,new-town,2020,3,0,132,,1
11663,new-town,2020,Total,0,270,,1
11664,new-town,2021,1,37,230,,1
11665,new-town,2021,2A(1),0,193,,1
11666,new-town,2021,2A(2),8,193,,1
11667,new-town,2021,2B,0,113,,1
11668,new-town,2021,2C,24,225,,1
11669,new-town,2021,2C(S),31,201,,1
11670,new-town,2021,3,0,170,,1
11671,new-town,2021,Total,0,270,,1
11672,new-town,2022,1,33,150,,1
11673,new-town,2022,2A(1),4,117,,1
11674,new-town,2022,2A(2),0,0,,
11675,new-town,2022,2B,0,58,,1
11676,new-town,2022,2C,20,173,,1
11677,new-town,2022,2C(S),33,153,,1
11678,new-town,2022,3,0,120,,1
11679,new-town,2022,Total,0,210,,1
11680,new-town,2023,1,37,150,,1
11681,new-town,2023,2A(1),9,113,,1
11682,new-town,2023,2A(2),0,0,,
11683,new-town,2023,2B,0,55,,1
11684,new-town,2023,2C,19,164,,1
11685,new-town,2023,2C(S),41,145,,1
11686,new-town,2023,3,0,104,,1
11687,new-town,2023,Total,0,210,,1
11688,ngee-ann,2009,1,0,0,,
11689,ngee-ann,2009,2A(1),0,0,,
11690,ngee-ann,2009,2A(2),0,0,,
11691,ngee-ann,2009,2B,9,68,,1
11692,ngee-ann,2009,2C,124,128,,1
11693,ngee-ann,2009,2C(S),4,4,,1
11694,ngee-ann,2009,3,0,0,,
11695,ngee-ann,2009,Total,0,240,,1
11696,ngee-ann,2010,1,0,0,,
11697,ngee-ann,2010,2A(1),0,0,,
11698,ngee-ann,2010,2A(2),0,0,,
11699,ngee-ann,2010,2B,16,69,,1
11700,ngee-ann,2010,2C,136,123,,0.904411764705882
11701,ngee-ann,2010,2C(S),0,0,,
11702,ngee-ann,2010,3,0,0,,
11703,ngee-ann,2010,Total,0,240,,1
11704,ngee-ann,2011,1,0,0,,
11705,ngee-ann,2011,2A(1),0,0,,
11706,ngee-ann,2011,2A(2),0,0,,
11707,ngee-ann,2011,2B,24,64,,1
11708,ngee-ann,2011,2C,112,105,,0.9375
11709,ngee-ann,2011,2C(S),0,0,,
11710,ngee-ann,2011,3,0,0,,
11711,ngee-ann,2011,Total,0,240,,1
11712,ngee-ann,2012,1,0,0,,
11713,ngee-ann,2012,2A(1),0,0,,
11714,ngee-ann,2012,2A(2),0,0,,
11715,ngee-ann,2012,2B,19,67,,1
11716,ngee-ann,2012,2C,114,114,,1
11717,ngee-ann,2012,2C(S),12,4,,0.333333333333333
11718,ngee-ann,2012,3,0,0,,
11719,ngee-ann,2012,Total,0,240,,1
11720,ngee-ann,2013,1,0,0,,
11721,ngee-ann,2013,2A(1),0,0,,
11722,ngee-ann,2013,2A(2),0,0,,
11723,ngee-ann,2013,2B,29,59,,1
11724,ngee-ann,2013,2C,112,88,,0.785714285714286
11725,ngee-ann,2013,2C(S),0,0,,
11726,ngee-ann,2013,3,0,0,,
11727,ngee-ann,2013,Total,0,240,,1
11728,ngee-ann,2014,1,0,0,,
11729,ngee-ann,2014,2A(1),0,0,,
11730,ngee-ann,2014,2A(2),0,0,,
11731,ngee-ann,2014,2B,35,48,,1
11732,ngee-ann,2014,2C,88,62,,0.704545454545455
11733,ngee-ann,2014,2C(S),0,0,,
11734,ngee-ann,2014,3,0,0,,
11735,ngee-ann,2014,Total,0,240,,1
11736,ngee-ann,2015,1,0,0,,
11737,ngee-ann,2015,2A(1),0,0,,
11738,ngee-ann,2015,2A(2),0,0,,
11739,ngee-ann,2015,2B,31,54,,1
11740,ngee-ann,2015,2C,83,79,,0.951807228915663
11741,ngee-ann,2015,2C(S),0,0,,
11742,ngee-ann,2015,3,0,0,,
11743,ngee-ann,2015,Total,0,240,,1
11744,ngee-ann,2016,1,0,0,,
11745,ngee-ann,2016,2A(1),0,0,,
11746,ngee-ann,2016,2A(2),0,0,,
11747,ngee-ann,2016,2B,19,54,,1
11748,ngee-ann,2016,2C,101,92,,0.910891089108911
11749,ngee-ann,2016,2C(S),0,0,,
11750,ngee-ann,2016,3,0,0,,
11751,ngee-ann,2016,Total,0,240,,1
11752,ngee-ann,2017,1,0,0,,
11753,ngee-ann,2017,2A(1),0,0,,
11754,ngee-ann,2017,2A(2),0,0,,
11755,ngee-ann,2017,2B,21,53,,1
11756,ngee-ann,2017,2C,92,87,,0.945652173913044
11757,ngee-ann,2017,2C(S),0,0,,
11758,ngee-ann,2017,3,0,0,,
11759,ngee-ann,2017,Total,0,240,,1
11760,ngee-ann,2018,1,0,0,,
11761,ngee-ann,2018,2A(1),0,0,,
11762,ngee-ann,2018,2A(2),0,0,,
11763,ngee-ann,2018,2B,23,47,,1
11764,ngee-ann,2018,2C,98,75,,0.76530612244898
11765,ngee-ann,2018,2C(S),0,0,,
11766,ngee-ann,2018,3,0,0,,
11767,ngee-ann,2018,Total,0,240,,1
11768,ngee-ann,2019,1,80,200,,1
11769,ngee-ann,2019,2A(1),0,121,,1
11770,ngee-ann,2019,2A(2),33,122,,1
11771,ngee-ann,2019,2B,16,66,,1
11772,ngee-ann,2019,2C,108,118,,1
11773,ngee-ann,2019,2C(S),15,11,SC1-2,0.733333333333333
11774,ngee-ann,2019,3,0,0,,
11775,ngee-ann,2019,Total,0,240,,1
11776,ngee-ann,2020,1,85,200,,1
11777,ngee-ann,2020,2A(1),0,115,,1
11778,ngee-ann,2020,2A(2),26,115,,1
11779,ngee-ann,2020,2B,24,65,,1
11780,ngee-ann,2020,2C,116,107,PR>2,0.922413793103448
11781,ngee-ann,2020,2C(S),0,0,,
11782,ngee-ann,2020,3,0,0,,
11783,ngee-ann,2020,Total,0,240,,1
11784,ngee-ann,2021,1,86,200,,1
11785,ngee-ann,2021,2A(1),2,114,,1
11786,ngee-ann,2021,2A(2),31,112,,1
11787,ngee-ann,2021,2B,3,61,,1
11788,ngee-ann,2021,2C,141,120,PR<1,0.851063829787234
11789,ngee-ann,2021,2C(S),0,0,,
11790,ngee-ann,2021,3,0,0,,
11791,ngee-ann,2021,Total,0,240,,1
11792,ngee-ann,2022,1,86,180,,1
11793,ngee-ann,2022,2A(1),28,95,,1
11794,ngee-ann,2022,2A(2),0,0,,
11795,ngee-ann,2022,2B,4,42,,1
11796,ngee-ann,2022,2C,128,123,PR<2#,0.9609375
11797,ngee-ann,2022,2C(S),0,0,,
11798,ngee-ann,2022,3,0,0,,
11799,ngee-ann,2022,Total,0,240,,1
11800,ngee-ann,2023,1,86,180,,1
11801,ngee-ann,2023,2A(1),34,94,,1
11802,ngee-ann,2023,2A(2),0,0,,
11803,ngee-ann,2023,2B,2,40,,1
11804,ngee-ann,2023,2C,122,122,,1
11805,ngee-ann,2023,2C(S),0,0,,
11806,ngee-ann,2023,3,0,0,,
11807,ngee-ann,2023,Total,0,240,,1
11808,north-spring,2009,1,0,0,,
11809,north-spring,2009,2A(1),0,0,,
11810,north-spring,2009,2A(2),0,0,,
11811,north-spring,2009,2B,0,81,,1
11812,north-spring,2009,2C,46,162,,1
11813,north-spring,2009,2C(S),70,116,,1
11814,north-spring,2009,3,0,40,,1
11815,north-spring,2009,Total,0,240,,1
11816,north-spring,2010,1,0,0,,
11817,north-spring,2010,2A(1),0,0,,
11818,north-spring,2010,2A(2),0,0,,
11819,north-spring,2010,2B,1,78,,1
11820,north-spring,2010,2C,44,155,,1
11821,north-spring,2010,2C(S),60,112,,1
11822,north-spring,2010,3,0,44,,1
11823,north-spring,2010,Total,0,240,,1
11824,north-spring,2011,1,0,0,,
11825,north-spring,2011,2A(1),0,0,,
11826,north-spring,2011,2A(2),0,0,,
11827,north-spring,2011,2B,0,98,,1
11828,north-spring,2011,2C,58,197,,1
11829,north-spring,2011,2C(S),52,139,,1
11830,north-spring,2011,3,0,48,,1
11831,north-spring,2011,Total,0,270,,1
11832,north-spring,2012,1,0,0,,
11833,north-spring,2012,2A(1),0,0,,
11834,north-spring,2012,2A(2),0,0,,
11835,north-spring,2012,2B,0,68,,1
11836,north-spring,2012,2C,51,136,,1
11837,north-spring,2012,2C(S),56,89,,1
11838,north-spring,2012,3,0,22,,1
11839,north-spring,2012,Total,0,210,,1
11840,north-spring,2013,1,0,0,,
11841,north-spring,2013,2A(1),0,0,,
11842,north-spring,2013,2A(2),0,0,,
11843,north-spring,2013,2B,0,66,,1
11844,north-spring,2013,2C,48,132,,1
11845,north-spring,2013,2C(S),46,84,,1
11846,north-spring,2013,3,0,27,,1
11847,north-spring,2013,Total,0,210,,1
11848,north-spring,2014,1,0,0,,
11849,north-spring,2014,2A(1),0,0,,
11850,north-spring,2014,2A(2),0,0,,
11851,north-spring,2014,2B,0,81,,1
11852,north-spring,2014,2C,54,161,,1
11853,north-spring,2014,2C(S),42,107,,1
11854,north-spring,2014,3,0,65,,1
11855,north-spring,2014,Total,0,240,,1
11856,north-spring,2015,1,0,0,,
11857,north-spring,2015,2A(1),0,0,,
11858,north-spring,2015,2A(2),0,0,,
11859,north-spring,2015,2B,0,85,,1
11860,north-spring,2015,2C,52,171,,1
11861,north-spring,2015,2C(S),29,119,,1
11862,north-spring,2015,3,0,90,,1
11863,north-spring,2015,Total,0,240,,1
11864,north-spring,2016,1,0,0,,
11865,north-spring,2016,2A(1),0,0,,
11866,north-spring,2016,2A(2),0,0,,
11867,north-spring,2016,2B,0,89,,1
11868,north-spring,2016,2C,64,177,,1
11869,north-spring,2016,2C(S),14,113,,1
11870,north-spring,2016,3,0,99,,1
11871,north-spring,2016,Total,0,240,,1
11872,north-spring,2017,1,0,0,,
11873,north-spring,2017,2A(1),0,0,,
11874,north-spring,2017,2A(2),0,0,,
11875,north-spring,2017,2B,0,69,,1
11876,north-spring,2017,2C,63,138,,1
11877,north-spring,2017,2C(S),24,75,,1
11878,north-spring,2017,3,0,51,,1
11879,north-spring,2017,Total,0,210,,1
11880,north-spring,2018,1,0,0,,
11881,north-spring,2018,2A(1),0,0,,
11882,north-spring,2018,2A(2),0,0,,
11883,north-spring,2018,2B,0,102,,1
11884,north-spring,2018,2C,70,203,,1
11885,north-spring,2018,2C(S),87,133,,1
11886,north-spring,2018,3,0,46,,1
11887,north-spring,2018,Total,0,270,,1
11888,north-spring,2019,1,69,170,,1
11889,north-spring,2019,2A(1),0,101,,1
11890,north-spring,2019,2A(2),8,101,,1
11891,north-spring,2019,2B,0,67,,1
11892,north-spring,2019,2C,56,134,,1
11893,north-spring,2019,2C(S),31,78,,1
11894,north-spring,2019,3,0,47,,1
11895,north-spring,2019,Total,0,210,,1
11896,north-spring,2020,1,62,200,,1
11897,north-spring,2020,2A(1),0,138,,1
11898,north-spring,2020,2A(2),5,138,,1
11899,north-spring,2020,2B,0,87,,1
11900,north-spring,2020,2C,84,174,,1
11901,north-spring,2020,2C(S),41,90,,1
11902,north-spring,2020,3,0,49,,1
11903,north-spring,2020,Total,0,240,,1
11904,north-spring,2021,1,68,200,,1
11905,north-spring,2021,2A(1),0,132,,1
11906,north-spring,2021,2A(2),7,132,,1
11907,north-spring,2021,2B,0,83,,1
11908,north-spring,2021,2C,54,166,,1
11909,north-spring,2021,2C(S),38,112,,1
11910,north-spring,2021,3,0,74,,1
11911,north-spring,2021,Total,0,240,,1
11912,north-spring,2022,1,65,150,,1
11913,north-spring,2022,2A(1),7,85,,1
11914,north-spring,2022,2A(2),0,0,,
11915,north-spring,2022,2B,0,46,,1
11916,north-spring,2022,2C,37,139,,1
11917,north-spring,2022,2C(S),50,102,,1
11918,north-spring,2022,3,0,52,,1
11919,north-spring,2022,Total,0,210,,1
11920,north-spring,2023,1,52,180,,1
11921,north-spring,2023,2A(1),15,128,,1
11922,north-spring,2023,2A(2),0,0,,
11923,north-spring,2023,2B,0,58,,1
11924,north-spring,2023,2C,38,173,,1
11925,north-spring,2023,2C(S),49,135,,1
11926,north-spring,2023,3,0,86,,1
11927,north-spring,2023,Total,0,240,,1
11928,north-view,2009,1,0,0,,
11929,north-view,2009,2A(1),0,0,,
11930,north-view,2009,2A(2),0,0,,
11931,north-view,2009,2B,0,65,,1
11932,north-view,2009,2C,45,130,,1
11933,north-view,2009,2C(S),10,85,,1
11934,north-view,2009,3,0,74,,1
11935,north-view,2009,Total,0,180,,1
11936,north-view,2010,1,0,0,,
11937,north-view,2010,2A(1),0,0,,
11938,north-view,2010,2A(2),0,0,,
11939,north-view,2010,2B,0,57,,1
11940,north-view,2010,2C,66,113,,1
11941,north-view,2010,2C(S),13,48,,1
11942,north-view,2010,3,0,33,,1
11943,north-view,2010,Total,0,180,,1
11944,north-view,2011,1,0,0,,
11945,north-view,2011,2A(1),0,0,,
11946,north-view,2011,2A(2),0,0,,
11947,north-view,2011,2B,2,61,,1
11948,north-view,2011,2C,69,120,,1
11949,north-view,2011,2C(S),17,51,,1
11950,north-view,2011,3,0,31,,1
11951,north-view,2011,Total,0,180,,1
11952,north-view,2012,1,0,0,,
11953,north-view,2012,2A(1),0,0,,
11954,north-view,2012,2A(2),0,0,,
11955,north-view,2012,2B,0,63,,1
11956,north-view,2012,2C,92,126,,1
11957,north-view,2012,2C(S),20,34,,1
11958,north-view,2012,3,0,13,,1
11959,north-view,2012,Total,0,180,,1
11960,north-view,2013,1,0,0,,
11961,north-view,2013,2A(1),0,0,,
11962,north-view,2013,2A(2),0,0,,
11963,north-view,2013,2B,0,56,,1
11964,north-view,2013,2C,111,112,,1
11965,north-view,2013,2C(S),2,1,,0.5
11966,north-view,2013,3,0,0,,
11967,north-view,2013,Total,0,180,,1
11968,north-view,2014,1,0,0,,
11969,north-view,2014,2A(1),0,0,,
11970,north-view,2014,2A(2),0,0,,
11971,north-view,2014,2B,0,61,,1
11972,north-view,2014,2C,108,121,,1
11973,north-view,2014,2C(S),15,13,,0.866666666666667
11974,north-view,2014,3,0,0,,
11975,north-view,2014,Total,0,180,,1
11976,north-view,2015,1,0,0,,
11977,north-view,2015,2A(1),0,0,,
11978,north-view,2015,2A(2),0,0,,
11979,north-view,2015,2B,0,55,,1
11980,north-view,2015,2C,103,109,,1
11981,north-view,2015,2C(S),13,7,,0.538461538461538
11982,north-view,2015,3,0,0,,
11983,north-view,2015,Total,0,180,,1
11984,north-view,2016,1,0,0,,
11985,north-view,2016,2A(1),0,0,,
11986,north-view,2016,2A(2),0,0,,
11987,north-view,2016,2B,0,52,,1
11988,north-view,2016,2C,106,103,,0.971698113207547
11989,north-view,2016,2C(S),0,0,,
11990,north-view,2016,3,0,0,,
11991,north-view,2016,Total,0,180,,1
11992,north-view,2017,1,0,0,,
11993,north-view,2017,2A(1),0,0,,
11994,north-view,2017,2A(2),0,0,,
11995,north-view,2017,2B,2,54,,1
11996,north-view,2017,2C,89,107,,1
11997,north-view,2017,2C(S),35,19,,0.542857142857143
11998,north-view,2017,3,0,0,,
11999,north-view,2017,Total,0,180,,1
12000,north-view,2018,1,0,0,,
12001,north-view,2018,2A(1),0,0,,
12002,north-view,2018,2A(2),0,0,,
12003,north-view,2018,2B,1,42,,1
12004,north-view,2018,2C,101,82,,0.811881188118812
12005,north-view,2018,2C(S),0,0,,
12006,north-view,2018,3,0,0,,
12007,north-view,2018,Total,0,180,,1
12008,north-view,2019,1,80,140,,1
12009,north-view,2019,2A(1),0,60,,1
12010,north-view,2019,2A(2),13,60,,1
12011,north-view,2019,2B,1,44,,1
12012,north-view,2019,2C,90,87,PR<1,0.966666666666667
12013,north-view,2019,2C(S),0,0,,
12014,north-view,2019,3,0,0,,
12015,north-view,2019,Total,0,180,,1
12016,north-view,2020,1,87,180,,1
12017,north-view,2020,2A(1),0,93,,1
12018,north-view,2020,2A(2),15,93,,1
12019,north-view,2020,2B,1,59,,1
12020,north-view,2020,2C,102,117,,1
12021,north-view,2020,2C(S),34,15,SC<1,0.441176470588235
12022,north-view,2020,3,0,0,,
12023,north-view,2020,Total,0,220,,1
12024,north-view,2021,1,78,200,,1
12025,north-view,2021,2A(1),1,122,,1
12026,north-view,2021,2A(2),15,121,,1
12027,north-view,2021,2B,0,73,,1
12028,north-view,2021,2C,104,147,,1
12029,north-view,2021,2C(S),87,43,SC<1,0.494252873563218
12030,north-view,2021,3,0,0,,
12031,north-view,2021,Total,0,240,,1
12032,north-view,2022,1,81,180,,1
12033,north-view,2022,2A(1),15,99,,1
12034,north-view,2022,2A(2),0,0,,
12035,north-view,2022,2B,0,48,,1
12036,north-view,2022,2C,119,144,,1
12037,north-view,2022,2C(S),58,26,SC<1,0.448275862068966
12038,north-view,2022,3,0,0,,
12039,north-view,2022,Total,0,240,,1
12040,north-view,2023,1,93,180,,1
12041,north-view,2023,2A(1),68,87,,1
12042,north-view,2023,2A(2),0,0,,
12043,north-view,2023,2B,0,26,,1
12044,north-view,2023,2C,95,80,SC<1,0.842105263157895
12045,north-view,2023,2C(S),0,0,,
12046,north-view,2023,3,0,0,,
12047,north-view,2023,Total,0,240,,1
12048,north-vista,2009,1,0,0,,
12049,north-vista,2009,2A(1),0,0,,
12050,north-vista,2009,2A(2),0,0,,
12051,north-vista,2009,2B,1,110,,1
12052,north-vista,2009,2C,203,218,,1
12053,north-vista,2009,2C(S),26,16,,0.615384615384615
12054,north-vista,2009,3,0,0,,
12055,north-vista,2009,Total,0,270,,1
12056,north-vista,2010,1,0,0,,
12057,north-vista,2010,2A(1),0,0,,
12058,north-vista,2010,2A(2),0,0,,
12059,north-vista,2010,2B,6,95,,1
12060,north-vista,2010,2C,177,184,,1
12061,north-vista,2010,2C(S),12,7,,0.583333333333333
12062,north-vista,2010,3,0,0,,
12063,north-vista,2010,Total,0,270,,1
12064,north-vista,2011,1,0,0,,
12065,north-vista,2011,2A(1),0,0,,
12066,north-vista,2011,2A(2),0,0,,
12067,north-vista,2011,2B,8,100,,1
12068,north-vista,2011,2C,185,194,,1
12069,north-vista,2011,2C(S),16,9,,0.5625
12070,north-vista,2011,3,0,0,,
12071,north-vista,2011,Total,0,270,,1
12072,north-vista,2012,1,0,0,,
12073,north-vista,2012,2A(1),0,0,,
12074,north-vista,2012,2A(2),0,0,,
12075,north-vista,2012,2B,9,46,,1
12076,north-vista,2012,2C,114,82,,0.719298245614035
12077,north-vista,2012,2C(S),0,0,,
12078,north-vista,2012,3,0,0,,
12079,north-vista,2012,Total,0,210,,1
12080,north-vista,2013,1,0,0,,
12081,north-vista,2013,2A(1),0,0,,
12082,north-vista,2013,2A(2),0,0,,
12083,north-vista,2013,2B,11,55,,1
12084,north-vista,2013,2C,122,99,,0.811475409836066
12085,north-vista,2013,2C(S),0,0,,
12086,north-vista,2013,3,0,0,,
12087,north-vista,2013,Total,0,210,,1
12088,north-vista,2014,1,0,0,,
12089,north-vista,2014,2A(1),0,0,,
12090,north-vista,2014,2A(2),0,0,,
12091,north-vista,2014,2B,8,64,,1
12092,north-vista,2014,2C,100,119,,1
12093,north-vista,2014,2C(S),15,20,,1
12094,north-vista,2014,3,0,5,,1
12095,north-vista,2014,Total,0,240,,1
12096,north-vista,2015,1,0,0,,
12097,north-vista,2015,2A(1),0,0,,
12098,north-vista,2015,2A(2),0,0,,
12099,north-vista,2015,2B,10,69,,1
12100,north-vista,2015,2C,127,129,,1
12101,north-vista,2015,2C(S),3,2,,0.666666666666667
12102,north-vista,2015,3,0,0,,
12103,north-vista,2015,Total,0,240,,1
12104,north-vista,2016,1,0,0,,
12105,north-vista,2016,2A(1),0,0,,
12106,north-vista,2016,2A(2),0,0,,
12107,north-vista,2016,2B,7,82,,1
12108,north-vista,2016,2C,108,160,,1
12109,north-vista,2016,2C(S),18,52,,1
12110,north-vista,2016,3,0,34,,1
12111,north-vista,2016,Total,0,240,,1
12112,north-vista,2017,1,0,0,,
12113,north-vista,2017,2A(1),0,0,,
12114,north-vista,2017,2A(2),0,0,,
12115,north-vista,2017,2B,6,84,,1
12116,north-vista,2017,2C,88,162,,1
12117,north-vista,2017,2C(S),20,74,,1
12118,north-vista,2017,3,0,54,,1
12119,north-vista,2017,Total,0,240,,1
12120,north-vista,2018,1,0,0,,
12121,north-vista,2018,2A(1),0,0,,
12122,north-vista,2018,2A(2),0,0,,
12123,north-vista,2018,2B,5,81,,1
12124,north-vista,2018,2C,110,157,,1
12125,north-vista,2018,2C(S),49,47,,0.959183673469388
12126,north-vista,2018,3,0,0,,
12127,north-vista,2018,Total,0,270,,1
12128,north-vista,2019,1,79,200,,1
12129,north-vista,2019,2A(1),1,121,,1
12130,north-vista,2019,2A(2),3,120,,1
12131,north-vista,2019,2B,1,79,,1
12132,north-vista,2019,2C,56,158,,1
12133,north-vista,2019,2C(S),28,103,,1
12134,north-vista,2019,3,0,75,,1
12135,north-vista,2019,Total,0,240,,1
12136,north-vista,2020,1,98,200,,1
12137,north-vista,2020,2A(1),0,102,,1
12138,north-vista,2020,2A(2),7,102,,1
12139,north-vista,2020,2B,1,68,,1
12140,north-vista,2020,2C,79,134,,1
12141,north-vista,2020,2C(S),46,55,,1
12142,north-vista,2020,3,0,9,,1
12143,north-vista,2020,Total,0,240,,1
12144,north-vista,2021,1,74,230,,1
12145,north-vista,2021,2A(1),0,157,,1
12146,north-vista,2021,2A(2),52,157,,1
12147,north-vista,2021,2B,1,73,,1
12148,north-vista,2021,2C,64,145,,1
12149,north-vista,2021,2C(S),47,81,,1
12150,north-vista,2021,3,0,34,,1
12151,north-vista,2021,Total,0,270,,1
12152,north-vista,2022,1,79,180,,1
12153,north-vista,2022,2A(1),44,101,,1
12154,north-vista,2022,2A(2),0,0,,
12155,north-vista,2022,2B,0,39,,1
12156,north-vista,2022,2C,43,117,,1
12157,north-vista,2022,2C(S),49,74,,1
12158,north-vista,2022,3,0,25,,1
12159,north-vista,2022,Total,0,240,,1
12160,north-vista,2023,1,57,180,,1
12161,north-vista,2023,2A(1),35,123,,1
12162,north-vista,2023,2A(2),0,0,,
12163,north-vista,2023,2B,1,49,,1
12164,north-vista,2023,2C,55,148,,1
12165,north-vista,2023,2C(S),50,94,,1
12166,north-vista,2023,3,0,44,,1
12167,north-vista,2023,Total,0,240,,1
12168,northland,2009,1,0,0,,
12169,northland,2009,2A(1),0,0,,
12170,northland,2009,2A(2),0,0,,
12171,northland,2009,2B,51,72,,1
12172,northland,2009,2C,153,92,,0.601307189542484
12173,northland,2009,2C(S),0,0,,
12174,northland,2009,3,0,0,,
12175,northland,2009,Total,0,270,,1
12176,northland,2010,1,0,0,,
12177,northland,2010,2A(1),0,0,,
12178,northland,2010,2A(2),0,0,,
12179,northland,2010,2B,35,57,,1
12180,northland,2010,2C,137,79,,0.576642335766423
12181,northland,2010,2C(S),0,0,,
12182,northland,2010,3,0,0,,
12183,northland,2010,Total,0,240,,1
12184,northland,2011,1,0,0,,
12185,northland,2011,2A(1),0,0,,
12186,northland,2011,2A(2),0,0,,
12187,northland,2011,2B,54,44,,0.814814814814815
12188,northland,2011,2C,146,44,,0.301369863013699
12189,northland,2011,2C(S),0,0,,
12190,northland,2011,3,0,0,,
12191,northland,2011,Total,0,240,,1
12192,northland,2012,1,0,0,,
12193,northland,2012,2A(1),0,0,,
12194,northland,2012,2A(2),0,0,,
12195,northland,2012,2B,47,47,,1
12196,northland,2012,2C,99,47,,0.474747474747475
12197,northland,2012,2C(S),0,0,,
12198,northland,2012,3,0,0,,
12199,northland,2012,Total,0,240,,1
12200,northland,2013,1,0,0,,
12201,northland,2013,2A(1),0,0,,
12202,northland,2013,2A(2),0,0,,
12203,northland,2013,2B,25,52,,1
12204,northland,2013,2C,112,78,,0.696428571428571
12205,northland,2013,2C(S),0,0,,
12206,northland,2013,3,0,0,,
12207,northland,2013,Total,0,240,,1
12208,northland,2014,1,0,0,,
12209,northland,2014,2A(1),0,0,,
12210,northland,2014,2A(2),0,0,,
12211,northland,2014,2B,27,52,,1
12212,northland,2014,2C,156,76,,0.487179487179487
12213,northland,2014,2C(S),0,0,,
12214,northland,2014,3,0,0,,
12215,northland,2014,Total,0,240,,1
12216,northland,2015,1,0,0,,
12217,northland,2015,2A(1),0,0,,
12218,northland,2015,2A(2),0,0,,
12219,northland,2015,2B,26,53,,1
12220,northland,2015,2C,160,80,,0.5
