index,school_id,year,phase,applied,vacancy,ballot,odds
3381,chij-our-lady-of-the-nativity,2016,2C(S),0,0,,
3382,chij-our-lady-of-the-nativity,2016,3,0,0,,
3383,chij-our-lady-of-the-nativity,2016,Total,0,240,,1
3384,chij-our-lady-of-the-nativity,2017,1,0,0,,
3385,chij-our-lady-of-the-nativity,2017,2A(1),0,0,,
3386,chij-our-lady-of-the-nativity,2017,2A(2),0,0,,
3387,chij-our-lady-of-the-nativity,2017,2B,54,73,,1
3388,chij-our-lady-of-the-nativity,2017,2C,100,93,,0.93
3389,chij-our-lady-of-the-nativity,2017,2C(S),0,0,,
3390,chij-our-lady-of-the-nativity,2017,3,0,0,,
3391,chij-our-lady-of-the-nativity,2017,Total,0,240,,1
3392,chij-our-lady-of-the-nativity,2018,1,0,0,,
3393,chij-our-lady-of-the-nativity,2018,2A(1),0,0,,
3394,chij-our-lady-of-the-nativity,2018,2A(2),0,0,,
3395,chij-our-lady-of-the-nativity,2018,2B,58,75,,1
3396,chij-our-lady-of-the-nativity,2018,2C,106,95,,0.89622641509434
3397,chij-our-lady-of-the-nativity,2018,2C(S),0,0,,
3398,chij-our-lady-of-the-nativity,2018,3,0,0,,
3399,chij-our-lady-of-the-nativity,2018,Total,0,240,,1
3400,chij-our-lady-of-the-nativity,2019,1,66,200,,1
3401,chij-our-lady-of-the-nativity,2019,2A(1),0,135,,1
3402,chij-our-lady-of-the-nativity,2019,2A(2),24,135,,1
3403,chij-our-lady-of-the-nativity,2019,2B,40,76,,1
3404,chij-our-lady-of-the-nativity,2019,2C,119,114,PR<1,0.957983193277311
3405,chij-our-lady-of-the-nativity,2019,2C(S),0,0,,
3406,chij-our-lady-of-the-nativity,2019,3,0,0,,
3407,chij-our-lady-of-the-nativity,2019,Total,0,240,,1
3408,chij-our-lady-of-the-nativity,2020,1,62,200,,1
3409,chij-our-lady-of-the-nativity,2020,2A(1),0,138,,1
3410,chij-our-lady-of-the-nativity,2020,2A(2),32,138,,1
3411,chij-our-lady-of-the-nativity,2020,2B,65,74,,1
3412,chij-our-lady-of-the-nativity,2020,2C,97,84,SC1-2,0.865979381443299
3413,chij-our-lady-of-the-nativity,2020,2C(S),0,0,,
3414,chij-our-lady-of-the-nativity,2020,3,0,0,,
3415,chij-our-lady-of-the-nativity,2020,Total,0,240,,1
3416,chij-our-lady-of-the-nativity,2021,1,54,200,,1
3417,chij-our-lady-of-the-nativity,2021,2A(1),0,146,,1
3418,chij-our-lady-of-the-nativity,2021,2A(2),31,146,,1
3419,chij-our-lady-of-the-nativity,2021,2B,57,78,,1
3420,chij-our-lady-of-the-nativity,2021,2C,104,100,SC>2,0.961538461538462
3421,chij-our-lady-of-the-nativity,2021,2C(S),0,0,,
3422,chij-our-lady-of-the-nativity,2021,3,0,0,,
3423,chij-our-lady-of-the-nativity,2021,Total,0,240,,1
3424,chij-our-lady-of-the-nativity,2022,1,58,180,,1
3425,chij-our-lady-of-the-nativity,2022,2A(1),22,122,,1
3426,chij-our-lady-of-the-nativity,2022,2A(2),0,0,,
3427,chij-our-lady-of-the-nativity,2022,2B,53,54,,1
3428,chij-our-lady-of-the-nativity,2022,2C,118,110,SC>2,0.932203389830508
3429,chij-our-lady-of-the-nativity,2022,2C(S),0,0,,
3430,chij-our-lady-of-the-nativity,2022,3,0,0,,
3431,chij-our-lady-of-the-nativity,2022,Total,0,240,,1
3432,chij-our-lady-of-the-nativity,2023,1,60,180,,1
3433,chij-our-lady-of-the-nativity,2023,2A(1),24,120,,1
3434,chij-our-lady-of-the-nativity,2023,2A(2),0,0,,
3435,chij-our-lady-of-the-nativity,2023,2B,45,52,,1
3436,chij-our-lady-of-the-nativity,2023,2C,113,111,PR<1,0.982300884955752
3437,chij-our-lady-of-the-nativity,2023,2C(S),0,0,,
3438,chij-our-lady-of-the-nativity,2023,3,0,0,,
3439,chij-our-lady-of-the-nativity,2023,Total,0,240,,1
3440,chij-our-lady-queen-of-peace,2009,1,0,0,,
3441,chij-our-lady-queen-of-peace,2009,2A(1),0,0,,
3442,chij-our-lady-queen-of-peace,2009,2A(2),0,0,,
3443,chij-our-lady-queen-of-peace,2009,2B,51,57,,1
3444,chij-our-lady-queen-of-peace,2009,2C,86,64,,0.744186046511628
3445,chij-our-lady-queen-of-peace,2009,2C(S),0,0,,
3446,chij-our-lady-queen-of-peace,2009,3,0,0,,
3447,chij-our-lady-queen-of-peace,2009,Total,0,180,,1
3448,chij-our-lady-queen-of-peace,2010,1,0,0,,
3449,chij-our-lady-queen-of-peace,2010,2A(1),0,0,,
3450,chij-our-lady-queen-of-peace,2010,2A(2),0,0,,
3451,chij-our-lady-queen-of-peace,2010,2B,39,67,,1
3452,chij-our-lady-queen-of-peace,2010,2C,94,95,,1
3453,chij-our-lady-queen-of-peace,2010,2C(S),1,1,,1
3454,chij-our-lady-queen-of-peace,2010,3,0,0,,
3455,chij-our-lady-queen-of-peace,2010,Total,0,180,,1
3456,chij-our-lady-queen-of-peace,2011,1,0,0,,
3457,chij-our-lady-queen-of-peace,2011,2A(1),0,0,,
3458,chij-our-lady-queen-of-peace,2011,2A(2),0,0,,
3459,chij-our-lady-queen-of-peace,2011,2B,50,62,,1
3460,chij-our-lady-queen-of-peace,2011,2C,92,74,,0.804347826086957
3461,chij-our-lady-queen-of-peace,2011,2C(S),0,0,,
3462,chij-our-lady-queen-of-peace,2011,3,0,0,,
3463,chij-our-lady-queen-of-peace,2011,Total,0,180,,1
3464,chij-our-lady-queen-of-peace,2012,1,0,0,,
3465,chij-our-lady-queen-of-peace,2012,2A(1),0,0,,
3466,chij-our-lady-queen-of-peace,2012,2A(2),0,0,,
3467,chij-our-lady-queen-of-peace,2012,2B,46,62,,1
3468,chij-our-lady-queen-of-peace,2012,2C,61,78,,1
3469,chij-our-lady-queen-of-peace,2012,2C(S),27,20,,0.740740740740741
3470,chij-our-lady-queen-of-peace,2012,3,0,0,,
3471,chij-our-lady-queen-of-peace,2012,Total,0,180,,1
3472,chij-our-lady-queen-of-peace,2013,1,0,0,,
3473,chij-our-lady-queen-of-peace,2013,2A(1),0,0,,
3474,chij-our-lady-queen-of-peace,2013,2A(2),0,0,,
3475,chij-our-lady-queen-of-peace,2013,2B,53,58,,1
3476,chij-our-lady-queen-of-peace,2013,2C,67,62,,0.925373134328358
3477,chij-our-lady-queen-of-peace,2013,2C(S),0,0,,
3478,chij-our-lady-queen-of-peace,2013,3,0,0,,
3479,chij-our-lady-queen-of-peace,2013,Total,0,180,,1
3480,chij-our-lady-queen-of-peace,2014,1,0,0,,
3481,chij-our-lady-queen-of-peace,2014,2A(1),0,0,,
3482,chij-our-lady-queen-of-peace,2014,2A(2),0,0,,
3483,chij-our-lady-queen-of-peace,2014,2B,42,61,,1
3484,chij-our-lady-queen-of-peace,2014,2C,69,80,,1
3485,chij-our-lady-queen-of-peace,2014,2C(S),14,13,,0.928571428571429
3486,chij-our-lady-queen-of-peace,2014,3,0,0,,
3487,chij-our-lady-queen-of-peace,2014,Total,0,180,,1
3488,chij-our-lady-queen-of-peace,2015,1,0,0,,
3489,chij-our-lady-queen-of-peace,2015,2A(1),0,0,,
3490,chij-our-lady-queen-of-peace,2015,2A(2),0,0,,
3491,chij-our-lady-queen-of-peace,2015,2B,27,55,,1
3492,chij-our-lady-queen-of-peace,2015,2C,48,86,,1
3493,chij-our-lady-queen-of-peace,2015,2C(S),14,38,,1
3494,chij-our-lady-queen-of-peace,2015,3,0,24,,1
3495,chij-our-lady-queen-of-peace,2015,Total,0,180,,1
3496,chij-our-lady-queen-of-peace,2016,1,0,0,,
3497,chij-our-lady-queen-of-peace,2016,2A(1),0,0,,
3498,chij-our-lady-queen-of-peace,2016,2A(2),0,0,,
3499,chij-our-lady-queen-of-peace,2016,2B,22,67,,1
3500,chij-our-lady-queen-of-peace,2016,2C,55,112,,1
3501,chij-our-lady-queen-of-peace,2016,2C(S),21,57,,1
3502,chij-our-lady-queen-of-peace,2016,3,0,36,,1
3503,chij-our-lady-queen-of-peace,2016,Total,0,180,,1
3504,chij-our-lady-queen-of-peace,2017,1,0,0,,
3505,chij-our-lady-queen-of-peace,2017,2A(1),0,0,,
3506,chij-our-lady-queen-of-peace,2017,2A(2),0,0,,
3507,chij-our-lady-queen-of-peace,2017,2B,20,69,,1
3508,chij-our-lady-queen-of-peace,2017,2C,69,121,,1
3509,chij-our-lady-queen-of-peace,2017,2C(S),26,52,,1
3510,chij-our-lady-queen-of-peace,2017,3,0,26,,1
3511,chij-our-lady-queen-of-peace,2017,Total,0,180,,1
3512,chij-our-lady-queen-of-peace,2018,1,0,0,,
3513,chij-our-lady-queen-of-peace,2018,2A(1),0,0,,
3514,chij-our-lady-queen-of-peace,2018,2A(2),0,0,,
3515,chij-our-lady-queen-of-peace,2018,2B,18,65,,1
3516,chij-our-lady-queen-of-peace,2018,2C,70,111,,1
3517,chij-our-lady-queen-of-peace,2018,2C(S),43,41,,0.953488372093023
3518,chij-our-lady-queen-of-peace,2018,3,0,0,,
3519,chij-our-lady-queen-of-peace,2018,Total,0,180,,1
3520,chij-our-lady-queen-of-peace,2019,1,36,140,,1
3521,chij-our-lady-queen-of-peace,2019,2A(1),0,104,,1
3522,chij-our-lady-queen-of-peace,2019,2A(2),12,104,,1
3523,chij-our-lady-queen-of-peace,2019,2B,19,66,,1
3524,chij-our-lady-queen-of-peace,2019,2C,76,113,,1
3525,chij-our-lady-queen-of-peace,2019,2C(S),42,37,SC>2,0.880952380952381
3526,chij-our-lady-queen-of-peace,2019,3,0,0,,
3527,chij-our-lady-queen-of-peace,2019,Total,0,180,,1
3528,chij-our-lady-queen-of-peace,2020,1,40,140,,1
3529,chij-our-lady-queen-of-peace,2020,2A(1),0,100,,1
3530,chij-our-lady-queen-of-peace,2020,2A(2),10,100,,1
3531,chij-our-lady-queen-of-peace,2020,2B,23,66,,1
3532,chij-our-lady-queen-of-peace,2020,2C,70,108,,1
3533,chij-our-lady-queen-of-peace,2020,2C(S),43,38,SC>2,0.883720930232558
3534,chij-our-lady-queen-of-peace,2020,3,0,0,,
3535,chij-our-lady-queen-of-peace,2020,Total,0,180,,1
3536,chij-our-lady-queen-of-peace,2021,1,40,140,,1
3537,chij-our-lady-queen-of-peace,2021,2A(1),1,100,,1
3538,chij-our-lady-queen-of-peace,2021,2A(2),11,99,,1
3539,chij-our-lady-queen-of-peace,2021,2B,14,64,,1
3540,chij-our-lady-queen-of-peace,2021,2C,84,115,,1
3541,chij-our-lady-queen-of-peace,2021,2C(S),27,31,,1
3542,chij-our-lady-queen-of-peace,2021,3,0,4,,1
3543,chij-our-lady-queen-of-peace,2021,Total,0,180,,1
3544,chij-our-lady-queen-of-peace,2022,1,38,120,,1
3545,chij-our-lady-queen-of-peace,2022,2A(1),4,82,,1
3546,chij-our-lady-queen-of-peace,2022,2A(2),0,0,,
3547,chij-our-lady-queen-of-peace,2022,2B,12,46,,1
3548,chij-our-lady-queen-of-peace,2022,2C,82,126,,1
3549,chij-our-lady-queen-of-peace,2022,2C(S),42,44,,1
3550,chij-our-lady-queen-of-peace,2022,3,0,2,,1
3551,chij-our-lady-queen-of-peace,2022,Total,0,180,,1
3552,chij-our-lady-queen-of-peace,2023,1,48,120,,1
3553,chij-our-lady-queen-of-peace,2023,2A(1),15,72,,1
3554,chij-our-lady-queen-of-peace,2023,2A(2),0,0,,
3555,chij-our-lady-queen-of-peace,2023,2B,14,40,,1
3556,chij-our-lady-queen-of-peace,2023,2C,59,105,,1
3557,chij-our-lady-queen-of-peace,2023,2C(S),37,46,,1
3558,chij-our-lady-queen-of-peace,2023,3,0,9,,1
3559,chij-our-lady-queen-of-peace,2023,Total,0,180,,1
3560,chij-st-nicholas-girls,2009,1,0,0,,
3561,chij-st-nicholas-girls,2009,2A(1),0,0,,
3562,chij-st-nicholas-girls,2009,2A(2),0,0,,
3563,chij-st-nicholas-girls,2009,2B,46,37,,0.804347826086957
3564,chij-st-nicholas-girls,2009,2C,49,37,,0.755102040816326
3565,chij-st-nicholas-girls,2009,2C(S),0,0,,
3566,chij-st-nicholas-girls,2009,3,0,0,,
3567,chij-st-nicholas-girls,2009,Total,0,210,,1
3568,chij-st-nicholas-girls,2010,1,0,0,,
3569,chij-st-nicholas-girls,2010,2A(1),0,0,,
3570,chij-st-nicholas-girls,2010,2A(2),0,0,,
3571,chij-st-nicholas-girls,2010,2B,40,21,,0.525
3572,chij-st-nicholas-girls,2010,2C,48,22,,0.458333333333333
3573,chij-st-nicholas-girls,2010,2C(S),0,0,,
3574,chij-st-nicholas-girls,2010,3,0,0,,
3575,chij-st-nicholas-girls,2010,Total,0,210,,1
3576,chij-st-nicholas-girls,2011,1,0,0,,
3577,chij-st-nicholas-girls,2011,2A(1),0,0,,
3578,chij-st-nicholas-girls,2011,2A(2),0,0,,
3579,chij-st-nicholas-girls,2011,2B,40,26,,0.65
3580,chij-st-nicholas-girls,2011,2C,57,26,,0.456140350877193
3581,chij-st-nicholas-girls,2011,2C(S),0,0,,
3582,chij-st-nicholas-girls,2011,3,0,0,,
3583,chij-st-nicholas-girls,2011,Total,0,210,,1
3584,chij-st-nicholas-girls,2012,1,0,0,,
3585,chij-st-nicholas-girls,2012,2A(1),0,0,,
3586,chij-st-nicholas-girls,2012,2A(2),0,0,,
3587,chij-st-nicholas-girls,2012,2B,32,18,,0.5625
3588,chij-st-nicholas-girls,2012,2C,42,17,,0.404761904761905
3589,chij-st-nicholas-girls,2012,2C(S),0,0,,
3590,chij-st-nicholas-girls,2012,3,0,0,,
3591,chij-st-nicholas-girls,2012,Total,0,210,,1
3592,chij-st-nicholas-girls,2013,1,0,0,,
3593,chij-st-nicholas-girls,2013,2A(1),0,0,,
3594,chij-st-nicholas-girls,2013,2A(2),0,0,,
3595,chij-st-nicholas-girls,2013,2B,33,13,,0.393939393939394
3596,chij-st-nicholas-girls,2013,2C,37,12,,0.324324324324324
3597,chij-st-nicholas-girls,2013,2C(S),0,0,,
3598,chij-st-nicholas-girls,2013,3,0,0,,
3599,chij-st-nicholas-girls,2013,Total,0,210,,1
3600,chij-st-nicholas-girls,2014,1,0,0,,
3601,chij-st-nicholas-girls,2014,2A(1),0,0,,
3602,chij-st-nicholas-girls,2014,2A(2),0,0,,
3603,chij-st-nicholas-girls,2014,2B,34,20,,0.588235294117647
3604,chij-st-nicholas-girls,2014,2C,32,20,,0.625
3605,chij-st-nicholas-girls,2014,2C(S),0,0,,
3606,chij-st-nicholas-girls,2014,3,0,0,,
3607,chij-st-nicholas-girls,2014,Total,0,210,,1
3608,chij-st-nicholas-girls,2015,1,0,0,,
3609,chij-st-nicholas-girls,2015,2A(1),0,0,,
3610,chij-st-nicholas-girls,2015,2A(2),0,0,,
3611,chij-st-nicholas-girls,2015,2B,29,21,,0.724137931034483
3612,chij-st-nicholas-girls,2015,2C,33,21,,0.636363636363636
3613,chij-st-nicholas-girls,2015,2C(S),0,0,,
3614,chij-st-nicholas-girls,2015,3,0,0,,
3615,chij-st-nicholas-girls,2015,Total,0,210,,1
3616,chij-st-nicholas-girls,2016,1,0,0,,
3617,chij-st-nicholas-girls,2016,2A(1),0,0,,
3618,chij-st-nicholas-girls,2016,2A(2),0,0,,
3619,chij-st-nicholas-girls,2016,2B,32,27,,0.84375
3620,chij-st-nicholas-girls,2016,2C,34,29,,0.852941176470588
3621,chij-st-nicholas-girls,2016,2C(S),0,0,,
3622,chij-st-nicholas-girls,2016,3,0,0,,
3623,chij-st-nicholas-girls,2016,Total,0,210,,1
3624,chij-st-nicholas-girls,2017,1,0,0,,
3625,chij-st-nicholas-girls,2017,2A(1),0,0,,
3626,chij-st-nicholas-girls,2017,2A(2),0,0,,
3627,chij-st-nicholas-girls,2017,2B,28,21,,0.75
3628,chij-st-nicholas-girls,2017,2C,35,26,,0.742857142857143
3629,chij-st-nicholas-girls,2017,2C(S),0,0,,
3630,chij-st-nicholas-girls,2017,3,0,0,,
3631,chij-st-nicholas-girls,2017,Total,0,210,,1
3632,chij-st-nicholas-girls,2018,1,0,0,,
3633,chij-st-nicholas-girls,2018,2A(1),0,0,,
3634,chij-st-nicholas-girls,2018,2A(2),0,0,,
3635,chij-st-nicholas-girls,2018,2B,27,21,,0.777777777777778
3636,chij-st-nicholas-girls,2018,2C,38,21,,0.552631578947368
3637,chij-st-nicholas-girls,2018,2C(S),0,0,,
3638,chij-st-nicholas-girls,2018,3,0,0,,
3639,chij-st-nicholas-girls,2018,Total,0,210,,1
3640,chij-st-nicholas-girls,2019,1,64,170,,1
3641,chij-st-nicholas-girls,2019,2A(1),86,106,,1
3642,chij-st-nicholas-girls,2019,2A(2),20,20,,1
3643,chij-st-nicholas-girls,2019,2B,40,20,SC<1,0.5
3644,chij-st-nicholas-girls,2019,2C,44,22,SC<1,0.5
3645,chij-st-nicholas-girls,2019,2C(S),0,0,,
3646,chij-st-nicholas-girls,2019,3,0,0,,
3647,chij-st-nicholas-girls,2019,Total,0,210,,1
3648,chij-st-nicholas-girls,2020,1,69,170,,1
3649,chij-st-nicholas-girls,2020,2A(1),106,101,SC>2,0.952830188679245
3650,chij-st-nicholas-girls,2020,2A(2),0,0,,
3651,chij-st-nicholas-girls,2020,2B,32,21,SC<1,0.65625
3652,chij-st-nicholas-girls,2020,2C,49,21,SC<1,0.428571428571428
3653,chij-st-nicholas-girls,2020,2C(S),0,0,,
3654,chij-st-nicholas-girls,2020,3,0,0,,
3655,chij-st-nicholas-girls,2020,Total,0,210,,1
3656,chij-st-nicholas-girls,2021,1,93,170,,1
3657,chij-st-nicholas-girls,2021,2A(1),121,77,SC>2,0.636363636363636
3658,chij-st-nicholas-girls,2021,2A(2),0,0,,
3659,chij-st-nicholas-girls,2021,2B,40,20,SC<1,0.5
3660,chij-st-nicholas-girls,2021,2C,61,20,SC<1,0.327868852459016
3661,chij-st-nicholas-girls,2021,2C(S),0,0,,
3662,chij-st-nicholas-girls,2021,3,0,0,,
3663,chij-st-nicholas-girls,2021,Total,0,210,,1
3664,chij-st-nicholas-girls,2022,1,60,150,,1
3665,chij-st-nicholas-girls,2022,2A(1),112,90,SC>2,0.803571428571429
3666,chij-st-nicholas-girls,2022,2A(2),0,0,,
3667,chij-st-nicholas-girls,2022,2B,46,20,SC<1,0.434782608695652
3668,chij-st-nicholas-girls,2022,2C,63,40,SC<1,0.634920634920635
3669,chij-st-nicholas-girls,2022,2C(S),0,0,,
3670,chij-st-nicholas-girls,2022,3,0,0,,
3671,chij-st-nicholas-girls,2022,Total,0,210,,1
3672,chij-st-nicholas-girls,2023,1,70,150,,1
3673,chij-st-nicholas-girls,2023,2A(1),103,80,SC>2,0.776699029126214
3674,chij-st-nicholas-girls,2023,2A(2),0,0,,
3675,chij-st-nicholas-girls,2023,2B,46,20,SC<1,0.434782608695652
3676,chij-st-nicholas-girls,2023,2C,84,40,SC<1,0.476190476190476
3677,chij-st-nicholas-girls,2023,2C(S),0,0,,
3678,chij-st-nicholas-girls,2023,3,0,0,,
3679,chij-st-nicholas-girls,2023,Total,0,210,,1
3680,chij-toa-payoh,2009,1,0,0,,
3681,chij-toa-payoh,2009,2A(1),0,0,,
3682,chij-toa-payoh,2009,2A(2),0,0,,
3683,chij-toa-payoh,2009,2B,63,53,,0.841269841269841
3684,chij-toa-payoh,2009,2C,60,53,,0.883333333333333
3685,chij-toa-payoh,2009,2C(S),0,0,,
3686,chij-toa-payoh,2009,3,0,0,,
3687,chij-toa-payoh,2009,Total,0,210,,1
3688,chij-toa-payoh,2010,1,0,0,,
3689,chij-toa-payoh,2010,2A(1),0,0,,
3690,chij-toa-payoh,2010,2A(2),0,0,,
3691,chij-toa-payoh,2010,2B,71,53,,0.746478873239437
3692,chij-toa-payoh,2010,2C,69,52,,0.753623188405797
3693,chij-toa-payoh,2010,2C(S),0,0,,
3694,chij-toa-payoh,2010,3,0,0,,
3695,chij-toa-payoh,2010,Total,0,210,,1
3696,chij-toa-payoh,2011,1,0,0,,
3697,chij-toa-payoh,2011,2A(1),0,0,,
3698,chij-toa-payoh,2011,2A(2),0,0,,
3699,chij-toa-payoh,2011,2B,63,48,,0.761904761904762
3700,chij-toa-payoh,2011,2C,60,50,,0.833333333333333
3701,chij-toa-payoh,2011,2C(S),0,0,,
3702,chij-toa-payoh,2011,3,0,0,,
3703,chij-toa-payoh,2011,Total,0,210,,1
3704,chij-toa-payoh,2012,1,0,0,,
3705,chij-toa-payoh,2012,2A(1),0,0,,
3706,chij-toa-payoh,2012,2A(2),0,0,,
3707,chij-toa-payoh,2012,2B,68,50,,0.735294117647059
3708,chij-toa-payoh,2012,2C,58,50,,0.862068965517241
3709,chij-toa-payoh,2012,2C(S),0,0,,
3710,chij-toa-payoh,2012,3,0,0,,
3711,chij-toa-payoh,2012,Total,0,210,,1
3712,chij-toa-payoh,2013,1,0,0,,
3713,chij-toa-payoh,2013,2A(1),0,0,,
3714,chij-toa-payoh,2013,2A(2),0,0,,
3715,chij-toa-payoh,2013,2B,60,45,,0.75
3716,chij-toa-payoh,2013,2C,54,44,,0.814814814814815
3717,chij-toa-payoh,2013,2C(S),0,0,,
3718,chij-toa-payoh,2013,3,0,0,,
3719,chij-toa-payoh,2013,Total,0,210,,1
3720,chij-toa-payoh,2014,1,0,0,,
3721,chij-toa-payoh,2014,2A(1),0,0,,
3722,chij-toa-payoh,2014,2A(2),0,0,,
3723,chij-toa-payoh,2014,2B,64,50,,0.78125
3724,chij-toa-payoh,2014,2C,74,51,,0.689189189189189
3725,chij-toa-payoh,2014,2C(S),0,0,,
3726,chij-toa-payoh,2014,3,0,0,,
3727,chij-toa-payoh,2014,Total,0,210,,1
3728,chij-toa-payoh,2015,1,0,0,,
3729,chij-toa-payoh,2015,2A(1),0,0,,
3730,chij-toa-payoh,2015,2A(2),0,0,,
3731,chij-toa-payoh,2015,2B,54,45,,0.833333333333333
3732,chij-toa-payoh,2015,2C,57,47,,0.824561403508772
3733,chij-toa-payoh,2015,2C(S),0,0,,
3734,chij-toa-payoh,2015,3,0,0,,
3735,chij-toa-payoh,2015,Total,0,210,,1
3736,chij-toa-payoh,2016,1,0,0,,
3737,chij-toa-payoh,2016,2A(1),0,0,,
3738,chij-toa-payoh,2016,2A(2),0,0,,
3739,chij-toa-payoh,2016,2B,64,46,,0.71875
3740,chij-toa-payoh,2016,2C,66,53,,0.803030303030303
3741,chij-toa-payoh,2016,2C(S),0,0,,
3742,chij-toa-payoh,2016,3,0,0,,
3743,chij-toa-payoh,2016,Total,0,210,,1
3744,chij-toa-payoh,2017,1,0,0,,
3745,chij-toa-payoh,2017,2A(1),0,0,,
3746,chij-toa-payoh,2017,2A(2),0,0,,
3747,chij-toa-payoh,2017,2B,57,39,,0.684210526315789
3748,chij-toa-payoh,2017,2C,57,38,,0.666666666666667
3749,chij-toa-payoh,2017,2C(S),0,0,,
3750,chij-toa-payoh,2017,3,0,0,,
3751,chij-toa-payoh,2017,Total,0,210,,1
3752,chij-toa-payoh,2018,1,0,0,,
3753,chij-toa-payoh,2018,2A(1),0,0,,
3754,chij-toa-payoh,2018,2A(2),0,0,,
3755,chij-toa-payoh,2018,2B,69,47,,0.681159420289855
3756,chij-toa-payoh,2018,2C,64,49,,0.765625
3757,chij-toa-payoh,2018,2C(S),0,0,,
3758,chij-toa-payoh,2018,3,0,0,,
3759,chij-toa-payoh,2018,Total,0,210,,1
3760,chij-toa-payoh,2019,1,54,170,,1
3761,chij-toa-payoh,2019,2A(1),49,116,,1
3762,chij-toa-payoh,2019,2A(2),24,67,,1
3763,chij-toa-payoh,2019,2B,68,42,SC1-2,0.617647058823529
3764,chij-toa-payoh,2019,2C,63,43,SC<1,0.682539682539683
3765,chij-toa-payoh,2019,2C(S),0,0,,
3766,chij-toa-payoh,2019,3,0,0,,
3767,chij-toa-payoh,2019,Total,0,210,,1
3768,chij-toa-payoh,2020,1,64,170,,1
3769,chij-toa-payoh,2020,2A(1),54,106,,1
3770,chij-toa-payoh,2020,2A(2),23,52,,1
3771,chij-toa-payoh,2020,2B,63,35,SC<1#,0.555555555555556
3772,chij-toa-payoh,2020,2C,49,35,SC<1,0.714285714285714
3773,chij-toa-payoh,2020,2C(S),0,0,,
3774,chij-toa-payoh,2020,3,0,0,,
3775,chij-toa-payoh,2020,Total,0,210,,1
3776,chij-toa-payoh,2021,1,51,170,,1
3777,chij-toa-payoh,2021,2A(1),52,119,,1
3778,chij-toa-payoh,2021,2A(2),24,67,,1
3779,chij-toa-payoh,2021,2B,59,42,SC>2,0.711864406779661
3780,chij-toa-payoh,2021,2C,57,44,SC<1,0.771929824561403
3781,chij-toa-payoh,2021,2C(S),0,0,,
3782,chij-toa-payoh,2021,3,0,0,,
3783,chij-toa-payoh,2021,Total,0,210,,1
3784,chij-toa-payoh,2022,1,55,150,,1
3785,chij-toa-payoh,2022,2A(1),74,95,,1
3786,chij-toa-payoh,2022,2A(2),0,0,,
3787,chij-toa-payoh,2022,2B,40,27,SC<1,0.675
3788,chij-toa-payoh,2022,2C,68,54,SC<1,0.794117647058823
3789,chij-toa-payoh,2022,2C(S),0,0,,
3790,chij-toa-payoh,2022,3,0,0,,
3791,chij-toa-payoh,2022,Total,0,210,,1
3792,chij-toa-payoh,2023,1,51,150,,1
3793,chij-toa-payoh,2023,2A(1),78,100,,1
3794,chij-toa-payoh,2023,2A(2),0,0,,
3795,chij-toa-payoh,2023,2B,53,27,SC<1,0.509433962264151
3796,chij-toa-payoh,2023,2C,69,55,SC1-2,0.797101449275362
3797,chij-toa-payoh,2023,2C(S),0,0,,
3798,chij-toa-payoh,2023,3,0,0,,
3799,chij-toa-payoh,2023,Total,0,210,,1
3800,chongfu,2009,1,0,0,,
3801,chongfu,2009,2A(1),0,0,,
3802,chongfu,2009,2A(2),0,0,,
3803,chongfu,2009,2B,96,80,,0.833333333333333
3804,chongfu,2009,2C,98,81,,0.826530612244898
3805,chongfu,2009,2C(S),0,0,,
3806,chongfu,2009,3,0,0,,
3807,chongfu,2009,Total,0,300,,1
3808,chongfu,2010,1,0,0,,
3809,chongfu,2010,2A(1),0,0,,
3810,chongfu,2010,2A(2),0,0,,
3811,chongfu,2010,2B,95,78,,0.821052631578947
3812,chongfu,2010,2C,103,77,,0.747572815533981
3813,chongfu,2010,2C(S),0,0,,
3814,chongfu,2010,3,0,0,,
3815,chongfu,2010,Total,0,300,,1
3816,chongfu,2011,1,0,0,,
3817,chongfu,2011,2A(1),0,0,,
3818,chongfu,2011,2A(2),0,0,,
3819,chongfu,2011,2B,91,68,,0.747252747252747
3820,chongfu,2011,2C,104,67,,0.644230769230769
3821,chongfu,2011,2C(S),0,0,,
3822,chongfu,2011,3,0,0,,
3823,chongfu,2011,Total,0,300,,1
3824,chongfu,2012,1,0,0,,
3825,chongfu,2012,2A(1),0,0,,
3826,chongfu,2012,2A(2),0,0,,
3827,chongfu,2012,2B,84,64,,0.761904761904762
3828,chongfu,2012,2C,84,63,,0.75
3829,chongfu,2012,2C(S),0,0,,
3830,chongfu,2012,3,0,0,,
3831,chongfu,2012,Total,0,300,,1
3832,chongfu,2013,1,0,0,,
3833,chongfu,2013,2A(1),0,0,,
3834,chongfu,2013,2A(2),0,0,,
3835,chongfu,2013,2B,72,53,,0.736111111111111
3836,chongfu,2013,2C,100,53,,0.53
3837,chongfu,2013,2C(S),0,0,,
3838,chongfu,2013,3,0,0,,
3839,chongfu,2013,Total,0,300,,1
3840,chongfu,2014,1,0,0,,
3841,chongfu,2014,2A(1),0,0,,
3842,chongfu,2014,2A(2),0,0,,
3843,chongfu,2014,2B,63,55,,0.873015873015873
3844,chongfu,2014,2C,93,56,,0.602150537634409
3845,chongfu,2014,2C(S),0,0,,
3846,chongfu,2014,3,0,0,,
3847,chongfu,2014,Total,0,300,,1
3848,chongfu,2015,1,0,0,,
